1-Wire/iButton Part Number: DS1921Z-F5
1-Wire/iButton Registration Number: B93B200002BD3C21
Is Mission Active?  true
Mission Start:  Sat Jun 17 19:10:00 AKDT 2017
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  1455
Total Samples:  6615
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  High Temp
Next Clock Alarm At:  Disabled
High Temperature Alarm:  26.375 �C
Low Temperature Alarm:  -5.5 �C

Date/Time,Unit,Value
6/17/17 7:10:00 PM,C,23.375
6/17/17 7:20:00 PM,C,19.75
6/17/17 7:30:00 PM,C,18.375
6/17/17 7:40:00 PM,C,24.125
6/17/17 7:50:00 PM,C,23.125
6/17/17 8:00:00 PM,C,26.375
6/17/17 8:10:00 PM,C,15.375
6/17/17 8:20:00 PM,C,15.375
6/17/17 8:30:00 PM,C,15.375
6/17/17 8:40:00 PM,C,15.375
6/17/17 8:50:00 PM,C,15.375
6/17/17 9:00:00 PM,C,15.25
6/17/17 9:10:00 PM,C,15.375
6/17/17 9:20:00 PM,C,15.375
6/17/17 9:30:00 PM,C,15.375
6/17/17 9:40:00 PM,C,15.375
6/17/17 9:50:00 PM,C,15.375
6/17/17 10:00:00 PM,C,15.375
6/17/17 10:10:00 PM,C,15.375
6/17/17 10:20:00 PM,C,15.375
6/17/17 10:30:00 PM,C,15.375
6/17/17 10:40:00 PM,C,15.25
6/17/17 10:50:00 PM,C,15.25
6/17/17 11:00:00 PM,C,15.25
6/17/17 11:10:00 PM,C,15.25
6/17/17 11:20:00 PM,C,15.25
6/17/17 11:30:00 PM,C,15.25
6/17/17 11:40:00 PM,C,15.25
6/17/17 11:50:00 PM,C,15.375
6/18/17 12:00:00 AM,C,15.375
6/18/17 12:10:00 AM,C,15.375
6/18/17 12:20:00 AM,C,15.375
6/18/17 12:30:00 AM,C,15.375
6/18/17 12:40:00 AM,C,15.375
6/18/17 12:50:00 AM,C,15.375
6/18/17 1:00:00 AM,C,15.375
6/18/17 1:10:00 AM,C,15.375
6/18/17 1:20:00 AM,C,15.375
6/18/17 1:30:00 AM,C,15.375
6/18/17 1:40:00 AM,C,15.375
6/18/17 1:50:00 AM,C,15.375
6/18/17 2:00:00 AM,C,15.375
6/18/17 2:10:00 AM,C,15.5
6/18/17 2:20:00 AM,C,15.5
6/18/17 2:30:00 AM,C,15.5
6/18/17 2:40:00 AM,C,15.5
6/18/17 2:50:00 AM,C,15.5
6/18/17 3:00:00 AM,C,15.5
6/18/17 3:10:00 AM,C,15.5
6/18/17 3:20:00 AM,C,15.5
