"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.calc","num.fry","num.hatchlings","perc.hatched","perc.hatchedHG","num.remaining.calc"
"353","T2","Kup","K01","K01_12",2017-06-20,7,336,0,0,0,0,332
"354","T2","Kup","K02","K02_12",2017-06-20,7,330,0,0,0,0,329
"355","T2","Kup","K03","K03_12",2017-06-20,7,336,0,0,0,0,336
"356","T2","Kup","K04","K04_12",2017-06-20,7,331,0,0,0,0,325
"357","T2","Kup","K05","K05_12",2017-06-20,7,314,0,0,0,0,313
"358","T2","Kup","K06","K06_12",2017-06-20,7,123,0,0,0,0,119
"359","T2","Kup","K07","K07_12",2017-06-20,7,337,0,0,0,0,337
"360","T2","Kup","K08","K08_12",2017-06-20,7,338,0,0,0,0,336
"361","T2","Kup","K09","K09_12",2017-06-20,7,341,0,0,0,0,341
"362","T2","Kup","K10","K10_12",2017-06-20,7,329,0,0,0,0,328
"363","T2","Kup","K11","K11_12",2017-06-20,7,340,0,0,0,0,337
"364","T2","Kup","K12","K12_12",2017-06-20,7,343,0,0,0,0,341
"365","T2","Kup","K13","K13_12",2017-06-20,7,328,0,0,0,0,324
"366","T2","Kup","K14","K14_12",2017-06-20,7,341,0,0,0,0,341
"367","T2","Kup","K15","K15_12",2017-06-20,7,337,0,0,0,0,337
"368","T2","Kup","K16","K16_12",2017-06-20,7,329,0,0,0,0,320
"369","T3","Kup","K01","K01_16",2017-06-20,7,207,0,0,0,0,201
"370","T3","Kup","K02","K02_16",2017-06-20,7,269,0,0,0,0,268
"371","T3","Kup","K03","K03_16",2017-06-20,7,328,0,0,0,0,328
"372","T3","Kup","K04","K04_16",2017-06-20,7,312,0,0,0,0,299
"373","T3","Kup","K05","K05_16",2017-06-20,7,322,0,0,0,0,314
"374","T3","Kup","K06","K06_16",2017-06-20,7,57,0,0,0,0,46
"375","T3","Kup","K07","K07_16",2017-06-20,7,327,0,0,0,0,325
"376","T3","Kup","K08","K08_16",2017-06-20,7,320,0,0,0,0,312
"377","T3","Kup","K09","K09_16",2017-06-20,7,307,0,0,0,0,302
"378","T3","Kup","K10","K10_16",2017-06-20,7,74,0,0,0,0,66
"379","T3","Kup","K11","K11_16",2017-06-20,7,325,0,0,0,0,325
"380","T3","Kup","K12","K12_16",2017-06-20,7,298,0,0,0,0,298
"381","T3","Kup","K13","K13_16",2017-06-20,7,231,0,0,0,0,226
"382","T3","Kup","K14","K14_16",2017-06-20,7,324,0,0,0,0,322
"383","T3","Kup","K15","K15_16",2017-06-20,7,309,0,0,0,0,305
"384","T3","Kup","K16","K16_16",2017-06-20,7,313,0,0,0,0,305
"385","T1","Kup","K01","K01_8",2017-06-21,8,336,0,0,0,0,334
"386","T1","Kup","K02","K02_8",2017-06-21,8,329,0,0,0,0,328
"387","T1","Kup","K03","K03_8",2017-06-21,8,340,0,0,0,0,340
"388","T1","Kup","K04","K04_8",2017-06-21,8,340,0,0,0,0,336
"389","T1","Kup","K05","K05_8",2017-06-21,8,342,0,0,0,0,339
"390","T1","Kup","K06","K06_8",2017-06-21,8,85,0,0,0,0,80
"391","T1","Kup","K07","K07_8",2017-06-21,8,342,0,0,0,0,341
"392","T1","Kup","K08","K08_8",2017-06-21,8,342,0,0,0,0,342
"393","T1","Kup","K09","K09_8",2017-06-21,8,342,0,0,0,0,342
"394","T1","Kup","K10","K10_8",2017-06-21,8,331,0,0,0,0,330
"395","T1","Kup","K11","K11_8",2017-06-21,8,338,0,0,0,0,337
"396","T1","Kup","K12","K12_8",2017-06-21,8,336,0,0,0,0,335
"397","T1","Kup","K13","K13_8",2017-06-21,8,333,0,0,0,0,330
"398","T1","Kup","K14","K14_8",2017-06-21,8,338,0,0,0,0,337
"399","T1","Kup","K15","K15_8",2017-06-21,8,349,0,0,0,0,346
"400","T1","Kup","K16","K16_8",2017-06-21,8,337,0,0,0,0,336
"401","T2","Kup","K01","K01_12",2017-06-21,8,332,0,0,0,0,329
"402","T2","Kup","K02","K02_12",2017-06-21,8,329,0,0,0,0,326
"403","T2","Kup","K03","K03_12",2017-06-21,8,336,0,0,0,0,335
"404","T2","Kup","K04","K04_12",2017-06-21,8,325,0,0,0,0,322
"405","T2","Kup","K05","K05_12",2017-06-21,8,313,0,0,0,0,307
"406","T2","Kup","K06","K06_12",2017-06-21,8,119,0,0,0,0,113
"407","T2","Kup","K07","K07_12",2017-06-21,8,337,0,0,0,0,337
"408","T2","Kup","K08","K08_12",2017-06-21,8,336,0,0,0,0,335
"409","T2","Kup","K09","K09_12",2017-06-21,8,341,0,0,0,0,341
"410","T2","Kup","K10","K10_12",2017-06-21,8,328,0,0,0,0,324
"411","T2","Kup","K11","K11_12",2017-06-21,8,337,0,0,0,0,336
"412","T2","Kup","K12","K12_12",2017-06-21,8,341,0,0,0,0,341
"413","T2","Kup","K13","K13_12",2017-06-21,8,324,0,0,0,0,318
"414","T2","Kup","K14","K14_12",2017-06-21,8,341,0,0,0,0,339
"415","T2","Kup","K15","K15_12",2017-06-21,8,337,0,0,0,0,337
"416","T2","Kup","K16","K16_12",2017-06-21,8,320,0,0,0,0,315
"417","T3","Kup","K01","K01_16",2017-06-21,8,201,0,0,0,0,185
"418","T3","Kup","K02","K02_16",2017-06-21,8,268,57,57,21.7557251908397,21.2686567164179,262
"419","T3","Kup","K03","K03_16",2017-06-21,8,328,11,11,3.35365853658537,3.35365853658537,328
"420","T3","Kup","K04","K04_16",2017-06-21,8,299,97,97,33.2191780821918,32.4414715719064,292
"421","T3","Kup","K05","K05_16",2017-06-21,8,314,0,0,0,0,285
"422","T3","Kup","K06","K06_16",2017-06-21,8,46,0,0,0,0,43
"423","T3","Kup","K07","K07_16",2017-06-21,8,325,216,216,67.2897196261682,66.4615384615385,321
"424","T3","Kup","K08","K08_16",2017-06-21,8,312,78,78,25.3246753246753,25,308
"425","T3","Kup","K09","K09_16",2017-06-21,8,302,0,0,0,0,295
"426","T3","Kup","K10","K10_16",2017-06-21,8,66,0,0,0,0,42
"427","T3","Kup","K11","K11_16",2017-06-21,8,325,0,0,0,0,304
"428","T3","Kup","K12","K12_16",2017-06-21,8,298,0,0,0,0,297
"429","T3","Kup","K13","K13_16",2017-06-21,8,226,0,0,0,0,221
"430","T3","Kup","K14","K14_16",2017-06-21,8,322,0,0,0,0,311
"431","T3","Kup","K15","K15_16",2017-06-21,8,305,0,0,0,0,293
"432","T3","Kup","K16","K16_16",2017-06-21,8,305,7,7,2.33333333333333,2.29508196721311,300
"433","T1","Kup","K01","K01_8",2017-06-22,9,334,0,0,0,0,334
"434","T1","Kup","K02","K02_8",2017-06-22,9,328,0,0,0,0,328
"435","T1","Kup","K03","K03_8",2017-06-22,9,340,0,0,0,0,340
"436","T1","Kup","K04","K04_8",2017-06-22,9,336,0,0,0,0,334
"437","T1","Kup","K05","K05_8",2017-06-22,9,339,0,0,0,0,337
"438","T1","Kup","K06","K06_8",2017-06-22,9,80,0,0,0,0,66
"439","T1","Kup","K07","K07_8",2017-06-22,9,341,0,0,0,0,341
"440","T1","Kup","K08","K08_8",2017-06-22,9,342,0,0,0,0,342
"441","T1","Kup","K09","K09_8",2017-06-22,9,342,0,0,0,0,342
"442","T1","Kup","K10","K10_8",2017-06-22,9,330,0,0,0,0,328
"443","T1","Kup","K11","K11_8",2017-06-22,9,337,0,0,0,0,337
"444","T1","Kup","K12","K12_8",2017-06-22,9,335,0,0,0,0,332
"445","T1","Kup","K13","K13_8",2017-06-22,9,330,0,0,0,0,329
"446","T1","Kup","K14","K14_8",2017-06-22,9,337,0,0,0,0,334
"447","T1","Kup","K15","K15_8",2017-06-22,9,346,0,0,0,0,345
"448","T1","Kup","K16","K16_8",2017-06-22,9,336,0,0,0,0,336
"449","T2","Kup","K01","K01_12",2017-06-22,9,329,0,0,0,0,329
"450","T2","Kup","K02","K02_12",2017-06-22,9,326,0,0,0,0,322
"451","T2","Kup","K03","K03_12",2017-06-22,9,335,0,0,0,0,335
"452","T2","Kup","K04","K04_12",2017-06-22,9,322,0,0,0,0,319
"453","T2","Kup","K05","K05_12",2017-06-22,9,307,0,0,0,0,306
"454","T2","Kup","K06","K06_12",2017-06-22,9,113,0,0,0,0,109
"455","T2","Kup","K07","K07_12",2017-06-22,9,337,0,0,0,0,335
"456","T2","Kup","K08","K08_12",2017-06-22,9,335,0,0,0,0,335
"457","T2","Kup","K09","K09_12",2017-06-22,9,341,0,0,0,0,340
"458","T2","Kup","K10","K10_12",2017-06-22,9,324,0,0,0,0,320
"459","T2","Kup","K11","K11_12",2017-06-22,9,336,0,0,0,0,335
"460","T2","Kup","K12","K12_12",2017-06-22,9,341,0,0,0,0,341
"461","T2","Kup","K13","K13_12",2017-06-22,9,318,0,0,0,0,317
"462","T2","Kup","K14","K14_12",2017-06-22,9,339,0,0,0,0,338
"463","T2","Kup","K15","K15_12",2017-06-22,9,337,0,0,0,0,333
"464","T2","Kup","K16","K16_12",2017-06-22,9,315,0,0,0,0,314
"465","T3","Kup","K01","K01_16",2017-06-22,9,185,3,3,1.82926829268293,1.62162162162162,164
"466","T3","Kup","K02","K02_16",2017-06-22,9,262,77,77,32.4894514767932,29.3893129770992,237
"467","T3","Kup","K03","K03_16",2017-06-22,9,328,14,14,4.375,4.26829268292683,320
"468","T3","Kup","K04","K04_16",2017-06-22,9,292,185,185,73.4126984126984,63.3561643835616,252
"469","T3","Kup","K05","K05_16",2017-06-22,9,285,19,19,7.36434108527132,6.66666666666667,258
"470","T3","Kup","K06","K06_16",2017-06-22,9,43,1,1,2.7027027027027,2.32558139534884,37
"471","T3","Kup","K07","K07_16",2017-06-22,9,321,245,245,83.9041095890411,76.3239875389408,292
"472","T3","Kup","K08","K08_16",2017-06-22,9,308,94,94,33.4519572953737,30.5194805194805,281
"473","T3","Kup","K09","K09_16",2017-06-22,9,295,0,0,0,0,288
"474","T3","Kup","K10","K10_16",2017-06-22,9,42,0,0,0,0,37
"475","T3","Kup","K11","K11_16",2017-06-22,9,304,0,0,0,0,296
"476","T3","Kup","K12","K12_16",2017-06-22,9,297,0,0,0,0,270
"477","T3","Kup","K13","K13_16",2017-06-22,9,221,0,0,0,0,210
"478","T3","Kup","K14","K14_16",2017-06-22,9,311,20,20,7.43494423791822,6.43086816720257,269
"479","T3","Kup","K15","K15_16",2017-06-22,9,293,8,8,3.16205533596838,2.73037542662116,253
"480","T3","Kup","K16","K16_16",2017-06-22,9,300,52,52,18.3098591549296,17.3333333333333,284
"481","T1","Kup","K01","K01_8",2017-06-23,10,334,0,0,0,0,322
"482","T1","Kup","K02","K02_8",2017-06-23,10,328,0,0,0,0,318
"483","T1","Kup","K03","K03_8",2017-06-23,10,340,0,0,0,0,330
"484","T1","Kup","K04","K04_8",2017-06-23,10,334,0,0,0,0,323
"485","T1","Kup","K05","K05_8",2017-06-23,10,337,0,0,0,0,331
"486","T1","Kup","K06","K06_8",2017-06-23,10,66,0,0,0,0,57
"487","T1","Kup","K07","K07_8",2017-06-23,10,341,0,0,0,0,331
"488","T1","Kup","K08","K08_8",2017-06-23,10,342,0,0,0,0,332
"489","T1","Kup","K09","K09_8",2017-06-23,10,342,0,0,0,0,331
"490","T1","Kup","K10","K10_8",2017-06-23,10,328,0,0,0,0,318
"491","T1","Kup","K11","K11_8",2017-06-23,10,337,0,0,0,0,326
"492","T1","Kup","K12","K12_8",2017-06-23,10,332,0,0,0,0,321
"493","T1","Kup","K13","K13_8",2017-06-23,10,329,0,0,0,0,319
"494","T1","Kup","K14","K14_8",2017-06-23,10,334,0,0,0,0,323
"495","T1","Kup","K15","K15_8",2017-06-23,10,345,0,0,0,0,335
"496","T1","Kup","K16","K16_8",2017-06-23,10,336,0,0,0,0,326
"497","T2","Kup","K01","K01_12",2017-06-23,10,329,0,0,0,0,317
"498","T2","Kup","K02","K02_12",2017-06-23,10,322,0,0,0,0,306
"499","T2","Kup","K03","K03_12",2017-06-23,10,335,0,0,0,0,325
"500","T2","Kup","K04","K04_12",2017-06-23,10,319,0,0,0,0,308
"501","T2","Kup","K05","K05_12",2017-06-23,10,306,0,0,0,0,296
"502","T2","Kup","K06","K06_12",2017-06-23,10,109,0,0,0,0,101
"503","T2","Kup","K07","K07_12",2017-06-23,10,335,0,0,0,0,325
"504","T2","Kup","K08","K08_12",2017-06-23,10,335,0,0,0,0,325
"505","T2","Kup","K09","K09_12",2017-06-23,10,340,0,0,0,0,330
"506","T2","Kup","K10","K10_12",2017-06-23,10,320,0,0,0,0,309
"507","T2","Kup","K11","K11_12",2017-06-23,10,335,0,0,0,0,324
"508","T2","Kup","K12","K12_12",2017-06-23,10,341,0,0,0,0,331
"509","T2","Kup","K13","K13_12",2017-06-23,10,317,0,0,0,0,299
"510","T2","Kup","K14","K14_12",2017-06-23,10,338,0,0,0,0,327
"511","T2","Kup","K15","K15_12",2017-06-23,10,333,0,0,0,0,322
"512","T2","Kup","K16","K16_12",2017-06-23,10,314,0,0,0,0,300
"513","T3","Kup","K01","K01_16",2017-06-23,10,164,16,16,13.0081300813008,9.75609756097561,123
"514","T3","Kup","K02","K02_16",2017-06-23,10,237,79,78,35.9090909090909,33.3333333333333,220
"515","T3","Kup","K03","K03_16",2017-06-23,10,320,5,5,1.97628458498024,1.5625,253
"516","T3","Kup","K04","K04_16",2017-06-23,10,252,235,235,96.7078189300412,93.2539682539683,243
"517","T3","Kup","K05","K05_16",2017-06-23,10,258,61,58,24.7967479674797,23.6434108527132,246
"518","T3","Kup","K06","K06_16",2017-06-23,10,37,1,1,3.2258064516129,2.7027027027027,31
"519","T3","Kup","K07","K07_16",2017-06-23,10,292,134,134,48.0286738351254,45.8904109589041,279
"520","T3","Kup","K08","K08_16",2017-06-23,10,281,127,127,48.4732824427481,45.1957295373665,262
"521","T3","Kup","K09","K09_16",2017-06-23,10,288,0,0,0,0,204
"522","T3","Kup","K10","K10_16",2017-06-23,10,37,0,0,0,0,13
"523","T3","Kup","K11","K11_16",2017-06-23,10,296,0,0,0,0,172
"524","T3","Kup","K12","K12_16",2017-06-23,10,270,0,0,0,0,-5
"525","T3","Kup","K13","K13_16",2017-06-23,10,210,0,0,0,0,-13
"526","T3","Kup","K14","K14_16",2017-06-23,10,269,2,2,25,0.743494423791822,8
"527","T3","Kup","K15","K15_16",2017-06-23,10,253,5,5,5.10204081632653,1.97628458498024,98
"528","T3","Kup","K16","K16_16",2017-06-23,10,284,52,51,57.1428571428571,18.3098591549296,91
"529","T1","Kup","K01","K01_8",2017-06-25,12,322,0,0,0,0,320
"530","T1","Kup","K02","K02_8",2017-06-25,12,318,0,0,0,0,316
"531","T1","Kup","K03","K03_8",2017-06-25,12,330,0,0,0,0,329
"532","T1","Kup","K04","K04_8",2017-06-25,12,323,0,0,0,0,321
"533","T1","Kup","K05","K05_8",2017-06-25,12,331,0,0,0,0,326
"534","T1","Kup","K06","K06_8",2017-06-25,12,57,0,0,0,0,57
"535","T1","Kup","K07","K07_8",2017-06-25,12,331,0,0,0,0,329
"536","T1","Kup","K08","K08_8",2017-06-25,12,332,0,0,0,0,332
"537","T1","Kup","K09","K09_8",2017-06-25,12,331,0,0,0,0,331
"538","T1","Kup","K10","K10_8",2017-06-25,12,318,0,0,0,0,315
"539","T1","Kup","K11","K11_8",2017-06-25,12,326,0,0,0,0,325
"540","T1","Kup","K12","K12_8",2017-06-25,12,321,0,0,0,0,321
"541","T1","Kup","K13","K13_8",2017-06-25,12,319,0,0,0,0,319
"542","T1","Kup","K14","K14_8",2017-06-25,12,323,0,0,0,0,319
"543","T1","Kup","K15","K15_8",2017-06-25,12,335,0,0,0,0,335
"544","T1","Kup","K16","K16_8",2017-06-25,12,326,0,0,0,0,326
"545","T2","Kup","K01","K01_12",2017-06-25,12,317,14,14,5.76131687242798,4.41640378548896,243
"546","T2","Kup","K02","K02_12",2017-06-25,12,306,15,15,5.39568345323741,4.90196078431373,278
"547","T2","Kup","K03","K03_12",2017-06-25,12,325,18,18,5.78778135048232,5.53846153846154,311
"548","T2","Kup","K04","K04_12",2017-06-25,12,308,1,1,0.335570469798658,0.324675324675325,298
"549","T2","Kup","K05","K05_12",2017-06-25,12,296,16,16,6.06060606060606,5.40540540540541,264
"550","T2","Kup","K06","K06_12",2017-06-25,12,101,0,0,0,0,77
"551","T2","Kup","K07","K07_12",2017-06-25,12,325,0,0,0,0,321
"552","T2","Kup","K08","K08_12",2017-06-25,12,325,0,0,0,0,317
"553","T2","Kup","K09","K09_12",2017-06-25,12,330,25,25,7.91139240506329,7.57575757575758,316
"554","T2","Kup","K10","K10_12",2017-06-25,12,309,11,11,3.66666666666667,3.55987055016181,300
"555","T2","Kup","K11","K11_12",2017-06-25,12,324,1,1,0.3125,0.308641975308642,320
"556","T2","Kup","K12","K12_12",2017-06-25,12,331,0,0,0,0,330
"557","T2","Kup","K13","K13_12",2017-06-25,12,299,21,21,7.36842105263158,7.02341137123746,285
"558","T2","Kup","K14","K14_12",2017-06-25,12,327,0,0,0,0,322
"559","T2","Kup","K15","K15_12",2017-06-25,12,322,11,11,3.60655737704918,3.41614906832298,305
"560","T2","Kup","K16","K16_12",2017-06-25,12,300,20,20,7.06713780918728,6.66666666666667,283
"562","T3","Kup","K02","K02_16",2017-06-25,12,220,16,1,41.025641025641,7.27272727272727,39
"563","T3","Kup","K03","K03_16",2017-06-25,12,253,1,0,2.56410256410256,0.395256916996047,39
"564","T3","Kup","K04","K04_16",2017-06-25,12,243,216,0,104.347826086957,88.8888888888889,207
"565","T3","Kup","K05","K05_16",2017-06-25,12,246,57,32,25.1101321585903,23.1707317073171,227
"566","T3","Kup","K06","K06_16",2017-06-25,12,31,1,1,4.16666666666667,3.2258064516129,24
"567","T3","Kup","K07","K07_16",2017-06-25,12,279,220,77,86.2745098039216,78.8530465949821,255
"568","T3","Kup","K08","K08_16",2017-06-25,12,262,109,28,99.0909090909091,41.6030534351145,110
"569","T3","Kup","K09","K09_16",2017-06-25,12,204,0,0,0,0,17
"570","T3","Kup","K11","K11_16",2017-06-25,12,172,0,0,0,0,35
"571","T3","Kup","K14","K14_16",2017-06-25,12,8,0,0,0,0,8
"572","T3","Kup","K15","K15_16",2017-06-25,12,98,2,2,5.88235294117647,2.04081632653061,34
"573","T3","Kup","K16","K16_16",2017-06-25,12,91,54,37,120,59.3406593406593,45
"574","T1","Kup","K01","K01_8",2017-06-26,13,320,0,0,0,0,320
"575","T1","Kup","K02","K02_8",2017-06-26,13,316,0,0,0,0,316
"576","T1","Kup","K03","K03_8",2017-06-26,13,329,0,0,0,0,329
"577","T1","Kup","K04","K04_8",2017-06-26,13,321,0,0,0,0,321
"578","T1","Kup","K05","K05_8",2017-06-26,13,326,0,0,0,0,322
"579","T1","Kup","K06","K06_8",2017-06-26,13,57,0,0,0,0,57
"580","T1","Kup","K07","K07_8",2017-06-26,13,329,0,0,0,0,327
"581","T1","Kup","K08","K08_8",2017-06-26,13,332,0,0,0,0,331
"582","T1","Kup","K09","K09_8",2017-06-26,13,331,0,0,0,0,330
"583","T1","Kup","K10","K10_8",2017-06-26,13,315,0,0,0,0,314
"584","T1","Kup","K11","K11_8",2017-06-26,13,325,0,0,0,0,323
"585","T1","Kup","K12","K12_8",2017-06-26,13,321,0,0,0,0,321
"586","T1","Kup","K13","K13_8",2017-06-26,13,319,0,0,0,0,319
"587","T1","Kup","K14","K14_8",2017-06-26,13,319,0,0,0,0,319
"588","T1","Kup","K15","K15_8",2017-06-26,13,335,0,0,0,0,334
"589","T1","Kup","K16","K16_8",2017-06-26,13,326,0,0,0,0,326
"590","T2","Kup","K01","K01_12",2017-06-26,13,243,75,75,36.0576923076923,30.8641975308642,208
"591","T2","Kup","K02","K02_12",2017-06-26,13,278,66,66,24.3542435424354,23.7410071942446,271
"592","T2","Kup","K03","K03_12",2017-06-26,13,311,94,94,30.2250803858521,30.2250803858521,311
"593","T2","Kup","K04","K04_12",2017-06-26,13,298,4,4,1.48698884758364,1.34228187919463,269
"594","T2","Kup","K05","K05_12",2017-06-26,13,264,24,24,11.1111111111111,9.09090909090909,216
"595","T2","Kup","K06","K06_12",2017-06-26,13,77,3,3,4.16666666666667,3.8961038961039,72
"596","T2","Kup","K07","K07_12",2017-06-26,13,321,31,31,10.7266435986159,9.65732087227414,289
"597","T2","Kup","K08","K08_12",2017-06-26,13,317,19,19,6.41891891891892,5.99369085173502,296
"598","T2","Kup","K09","K09_12",2017-06-26,13,316,17,17,5.64784053156146,5.37974683544304,301
"599","T2","Kup","K10","K10_12",2017-06-26,13,300,55,55,19.9275362318841,18.3333333333333,276
"600","T2","Kup","K11","K11_12",2017-06-26,13,320,51,51,16.4516129032258,15.9375,310
"601","T2","Kup","K12","K12_12",2017-06-26,13,330,1,1,0.303030303030303,0.303030303030303,330
"602","T2","Kup","K13","K13_12",2017-06-26,13,285,133,133,48.7179487179487,46.6666666666667,273
"603","T2","Kup","K14","K14_12",2017-06-26,13,322,10,10,3.2051282051282,3.1055900621118,312
"604","T2","Kup","K15","K15_12",2017-06-26,13,305,79,79,27.3356401384083,25.9016393442623,289
"605","T2","Kup","K16","K16_12",2017-06-26,13,283,110,110,40.590405904059,38.86925795053,271
"606","T3","Kup","K02","K02_16",2017-06-26,13,39,15,2,38.4615384615385,38.4615384615385,39
"607","T3","Kup","K04","K04_16",2017-06-26,13,207,216,0,105.365853658537,104.347826086957,205
"608","T3","Kup","K05","K05_16",2017-06-26,13,227,42,1,18.5022026431718,18.5022026431718,227
"609","T3","Kup","K07","K07_16",2017-06-26,13,255,208,0,82.2134387351779,81.5686274509804,253
"610","T3","Kup","K08","K08_16",2017-06-26,13,110,103,0,95.3703703703704,93.6363636363636,108
"611","T3","Kup","K16","K16_16",2017-06-26,13,45,44,0,100,97.7777777777778,44
"612","T1","Kup","K01","K01_8",2017-06-27,14,320,0,0,0,0,318
"613","T1","Kup","K02","K02_8",2017-06-27,14,316,0,0,0,0,313
"614","T1","Kup","K03","K03_8",2017-06-27,14,329,0,0,0,0,329
"615","T1","Kup","K04","K04_8",2017-06-27,14,321,0,0,0,0,321
"616","T1","Kup","K05","K05_8",2017-06-27,14,322,0,0,0,0,319
"617","T1","Kup","K06","K06_8",2017-06-27,14,57,0,0,0,0,51
"618","T1","Kup","K07","K07_8",2017-06-27,14,327,0,0,0,0,327
"619","T1","Kup","K08","K08_8",2017-06-27,14,331,0,0,0,0,330
"620","T1","Kup","K09","K09_8",2017-06-27,14,330,0,0,0,0,330
"621","T1","Kup","K10","K10_8",2017-06-27,14,314,0,0,0,0,314
"622","T1","Kup","K11","K11_8",2017-06-27,14,323,0,0,0,0,323
"623","T1","Kup","K12","K12_8",2017-06-27,14,321,0,0,0,0,321
"624","T1","Kup","K13","K13_8",2017-06-27,14,319,0,0,0,0,317
"625","T1","Kup","K14","K14_8",2017-06-27,14,319,0,0,0,0,319
"626","T1","Kup","K15","K15_8",2017-06-27,14,334,0,0,0,0,333
"627","T1","Kup","K16","K16_8",2017-06-27,14,326,0,0,0,0,326
"628","T2","Kup","K01","K01_12",2017-06-27,14,208,116,116,58.5858585858586,55.7692307692308,198
"629","T2","Kup","K02","K02_12",2017-06-27,14,271,194,194,72.6591760299626,71.5867158671587,267
"630","T2","Kup","K03","K03_12",2017-06-27,14,311,121,121,39.672131147541,38.9067524115756,305
"631","T2","Kup","K04","K04_12",2017-06-27,14,269,196,196,75.095785440613,72.8624535315985,261
"632","T2","Kup","K05","K05_12",2017-06-27,14,216,124,124,57.9439252336449,57.4074074074074,214
"633","T2","Kup","K06","K06_12",2017-06-27,14,72,29,29,52.7272727272727,40.2777777777778,55
"634","T2","Kup","K07","K07_12",2017-06-27,14,289,77,76,26.8292682926829,26.643598615917,287
"635","T2","Kup","K08","K08_12",2017-06-27,14,296,216,214,73.2203389830509,72.972972972973,295
"636","T2","Kup","K09","K09_12",2017-06-27,14,301,119,119,39.7993311036789,39.5348837209302,299
"637","T2","Kup","K10","K10_12",2017-06-27,14,276,108,108,42.1875,39.1304347826087,256
"638","T2","Kup","K11","K11_12",2017-06-27,14,310,175,175,57.0032573289902,56.4516129032258,307
"639","T2","Kup","K12","K12_12",2017-06-27,14,330,120,120,37.6175548589342,36.3636363636364,319
"640","T2","Kup","K13","K13_12",2017-06-27,14,273,178,178,65.6826568265683,65.2014652014652,271
"641","T2","Kup","K14","K14_12",2017-06-27,14,312,172,172,55.3054662379421,55.1282051282051,311
"642","T2","Kup","K15","K15_12",2017-06-27,14,289,169,169,59.0909090909091,58.477508650519,286
"643","T2","Kup","K16","K16_12",2017-06-27,14,271,168,168,63.1578947368421,61.9926199261993,266
"644","T3","Kup","K02","K02_16",2017-06-27,14,39,18,2,47.3684210526316,46.1538461538462,38
"645","T3","Kup","K04","K04_16",2017-06-27,14,205,199,0,98.0295566502463,97.0731707317073,203
"646","T3","Kup","K05","K05_16",2017-06-27,14,227,41,5,18.0616740088106,18.0616740088106,227
"647","T3","Kup","K07","K07_16",2017-06-27,14,253,233,0,92.4603174603175,92.094861660079,252
"648","T3","Kup","K08","K08_16",2017-06-27,14,108,92,2,85.981308411215,85.1851851851852,107
"649","T3","Kup","K16","K16_16",2017-06-27,14,44,43,0,97.7272727272727,97.7272727272727,44
"650","T1","Kup","K01","K01_8",2017-06-28,15,318,0,0,0,0,297
"651","T1","Kup","K02","K02_8",2017-06-28,15,313,0,0,0,0,300
"652","T1","Kup","K03","K03_8",2017-06-28,15,329,0,0,0,0,319
"653","T1","Kup","K04","K04_8",2017-06-28,15,321,0,0,0,0,311
"654","T1","Kup","K05","K05_8",2017-06-28,15,319,0,0,0,0,308
"655","T1","Kup","K06","K06_8",2017-06-28,15,51,0,0,0,0,46
"656","T1","Kup","K07","K07_8",2017-06-28,15,327,0,0,0,0,317
"657","T1","Kup","K08","K08_8",2017-06-28,15,330,0,0,0,0,320
"658","T1","Kup","K09","K09_8",2017-06-28,15,330,0,0,0,0,319
"659","T1","Kup","K10","K10_8",2017-06-28,15,314,0,0,0,0,304
"660","T1","Kup","K11","K11_8",2017-06-28,15,323,0,0,0,0,313
"661","T1","Kup","K12","K12_8",2017-06-28,15,321,0,0,0,0,312
"662","T1","Kup","K13","K13_8",2017-06-28,15,317,0,0,0,0,306
"663","T1","Kup","K14","K14_8",2017-06-28,15,319,0,0,0,0,309
"664","T1","Kup","K15","K15_8",2017-06-28,15,333,0,0,0,0,323
"665","T1","Kup","K16","K16_8",2017-06-28,15,326,0,0,0,0,316
"666","T2","Kup","K01","K01_12",2017-06-28,15,198,167,167,89.7849462365591,84.3434343434343,186
"667","T2","Kup","K02","K02_12",2017-06-28,15,267,241,158,98.7704918032787,90.2621722846442,244
"668","T2","Kup","K03","K03_12",2017-06-28,15,305,235,82,80.2047781569966,77.0491803278689,293
"669","T2","Kup","K04","K04_12",2017-06-28,15,261,214,126,85.2589641434263,81.992337164751,251
"670","T2","Kup","K05","K05_12",2017-06-28,15,214,171,84,85.5,79.9065420560748,200
"671","T2","Kup","K06","K06_12",2017-06-28,15,55,25,22,45.4545454545455,45.4545454545455,55
"672","T2","Kup","K07","K07_12",2017-06-28,15,287,219,57,80.8118081180812,76.3066202090592,271
"673","T2","Kup","K08","K08_12",2017-06-28,15,295,205,33,71.9298245614035,69.4915254237288,285
"674","T2","Kup","K09","K09_12",2017-06-28,15,299,168,73,58.1314878892734,56.1872909698997,289
"675","T2","Kup","K10","K10_12",2017-06-28,15,256,200,61,82.3045267489712,78.125,243
"676","T2","Kup","K11","K11_12",2017-06-28,15,307,292,32,98.3164983164983,95.114006514658,297
"677","T2","Kup","K12","K12_12",2017-06-28,15,319,223,16,72.4025974025974,69.9059561128527,308
"678","T2","Kup","K13","K13_12",2017-06-28,15,271,211,31,82.1011673151751,77.859778597786,257
