"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.HG2023","num.fry","num.hatchlings","perc.hatched.HG2023","num.remaining.HG2023"
"1787","T2","Kup","K14","K14_12",2017-07-08,25,292,0,0,0,255
"1788","T2","Kup","K14","K14_12",2017-07-09,26,255,0,0,0,241
"1789","T2","Kup","K14","K14_12",2017-07-10,27,241,205,0,85.0622406639004,220
"1790","T2","Kup","K14","K14_12",2017-07-11,28,220,172,0,78.1818181818182,214
"1791","T2","Kup","K14","K14_12",2017-07-12,29,214,184,0,85.981308411215,199
"1792","T2","Kup","K14","K14_12",2017-07-13,30,199,178,0,89.4472361809045,193
"1793","T2","Kup","K14","K14_12",2017-07-14,31,193,0,0,0,193
"1794","T2","Kup","K14","K14_12",2017-07-15,32,193,0,0,0,192
"1795","T2","Kup","K14","K14_12",2017-07-16,33,192,0,0,0,192
"1796","T2","Kup","K14","K14_12",2017-07-17,34,192,0,0,0,192
"1797","T2","Kup","K14","K14_12",2017-07-18,35,192,0,0,0,186
"1798","T2","Kup","K14","K14_12",2017-07-20,37,186,0,0,0,186
"1799","T2","Kup","K14","K14_12",2017-07-21,38,186,0,0,0,186
"1800","T2","Kup","K14","K14_12",2017-07-22,39,186,0,0,0,186
"1801","T2","Kup","K14","K14_12",2017-07-23,40,186,0,0,0,181
"1815","T3","Kup","K14","K14_16",2017-06-13,0,350,0,0,0,350
"1816","T3","Kup","K14","K14_16",2017-06-14,1,350,0,0,0,347
"1817","T3","Kup","K14","K14_16",2017-06-15,2,347,0,0,0,346
"1818","T3","Kup","K14","K14_16",2017-06-16,3,346,0,0,0,343
"1819","T3","Kup","K14","K14_16",2017-06-17,4,343,0,0,0,335
"1825","T3","Kup","K14","K14_16",2017-06-23,10,274,2,2,0.72992700729927,13
"1826","T3","Kup","K14","K14_16",2017-06-25,12,13,0,0,0,13
"1827","T1","Kup","K15","K15_08",2017-06-13,0,350,0,0,0,350
"1828","T1","Kup","K15","K15_08",2017-06-14,1,350,0,0,0,350
"1829","T1","Kup","K15","K15_08",2017-06-15,2,350,0,0,0,350
"1830","T1","Kup","K15","K15_08",2017-06-16,3,350,0,0,0,350
"1831","T1","Kup","K15","K15_08",2017-06-17,4,350,0,0,0,350
"1837","T1","Kup","K15","K15_08",2017-06-23,10,345,0,0,0,345
"1838","T1","Kup","K15","K15_08",2017-06-25,12,345,0,0,0,345
"1839","T1","Kup","K15","K15_08",2017-06-26,13,345,0,0,0,344
"1840","T1","Kup","K15","K15_08",2017-06-27,14,344,0,0,0,343
"1841","T1","Kup","K15","K15_08",2017-06-28,15,343,0,0,0,343
"1842","T1","Kup","K15","K15_08",2017-06-29,16,343,0,0,0,343
"1843","T1","Kup","K15","K15_08",2017-06-30,17,343,0,0,0,342
"1844","T1","Kup","K15","K15_08",2017-07-01,18,342,0,0,0,341
"1845","T1","Kup","K15","K15_08",2017-07-02,19,341,0,0,0,334
"1846","T1","Kup","K15","K15_08",2017-07-03,20,334,0,0,0,331
"1847","T1","Kup","K15","K15_08",2017-07-04,21,331,0,0,0,331
"1848","T1","Kup","K15","K15_08",2017-07-05,22,331,1,1,0.302114803625378,328
"1849","T1","Kup","K15","K15_08",2017-07-06,23,328,3,3,0.914634146341463,324
"1850","T1","Kup","K15","K15_08",2017-07-07,24,324,47,47,14.5061728395062,317
"1851","T1","Kup","K15","K15_08",2017-07-08,25,317,92,92,29.0220820189274,309
"1852","T1","Kup","K15","K15_08",2017-07-09,26,309,183,183,59.2233009708738,308
"1856","T1","Kup","K15","K15_08",2017-07-13,30,293,0,0,0,292
"1857","T1","Kup","K15","K15_08",2017-07-14,31,292,256,0,87.6712328767123,292
"1858","T1","Kup","K15","K15_08",2017-07-15,32,292,0,0,0,292
"1859","T1","Kup","K15","K15_08",2017-07-16,33,292,0,0,0,290
"1860","T1","Kup","K15","K15_08",2017-07-17,34,290,0,0,0,290
"1861","T1","Kup","K15","K15_08",2017-07-18,35,290,0,0,0,279
"1862","T1","Kup","K15","K15_08",2017-07-19,36,279,0,0,0,277
"1863","T1","Kup","K15","K15_08",2017-07-20,37,277,0,0,0,276
"1864","T1","Kup","K15","K15_08",2017-07-21,38,276,0,0,0,276
"1865","T1","Kup","K15","K15_08",2017-07-22,39,276,0,0,0,276
"1866","T1","Kup","K15","K15_08",2017-07-23,40,276,0,0,0,263
"1880","T2","Kup","K15","K15_12",2017-06-13,0,350,0,0,0,350
"1881","T2","Kup","K15","K15_12",2017-06-14,1,350,0,0,0,349
"1882","T2","Kup","K15","K15_12",2017-06-15,2,349,0,0,0,348
"1883","T2","Kup","K15","K15_12",2017-06-16,3,348,0,0,0,346
"1884","T2","Kup","K15","K15_12",2017-06-17,4,346,0,0,0,345
"1890","T2","Kup","K15","K15_12",2017-06-23,10,338,0,0,0,337
"1891","T2","Kup","K15","K15_12",2017-06-25,12,337,11,11,3.26409495548961,320
"1892","T2","Kup","K15","K15_12",2017-06-26,13,320,79,79,24.6875,304
"1893","T2","Kup","K15","K15_12",2017-06-27,14,304,169,169,55.5921052631579,301
"1894","T2","Kup","K15","K15_12",2017-06-28,15,301,206,64,68.4385382059801,290
"1895","T2","Kup","K15","K15_12",2017-06-29,16,290,212,0,73.1034482758621,290
"1896","T2","Kup","K15","K15_12",2017-06-30,17,290,206,0,71.0344827586207,289
"1897","T2","Kup","K15","K15_12",2017-07-01,18,289,219,52,75.7785467128028,287
"1898","T2","Kup","K15","K15_12",2017-07-02,19,287,272,0,94.7735191637631,287
"1899","T2","Kup","K15","K15_12",2017-07-03,20,287,259,0,90.2439024390244,274
"1900","T2","Kup","K15","K15_12",2017-07-04,21,274,256,0,93.4306569343066,271
"1901","T2","Kup","K15","K15_12",2017-07-05,22,271,0,0,0,269
"1902","T2","Kup","K15","K15_12",2017-07-06,23,269,0,0,0,268
"1903","T2","Kup","K15","K15_12",2017-07-07,24,268,0,0,0,265
"1904","T2","Kup","K15","K15_12",2017-07-08,25,265,0,0,0,239
"1905","T2","Kup","K15","K15_12",2017-07-09,26,239,0,0,0,225
"1906","T2","Kup","K15","K15_12",2017-07-10,27,225,203,0,90.2222222222222,218
"1907","T2","Kup","K15","K15_12",2017-07-11,28,218,172,0,78.8990825688073,215
"1908","T2","Kup","K15","K15_12",2017-07-12,29,215,191,0,88.8372093023256,206
"1909","T2","Kup","K15","K15_12",2017-07-13,30,206,186,0,90.2912621359223,201
"1910","T2","Kup","K15","K15_12",2017-07-14,31,201,0,0,0,200
"1911","T2","Kup","K15","K15_12",2017-07-15,32,200,0,0,0,200
"1912","T2","Kup","K15","K15_12",2017-07-16,33,200,0,0,0,200
"1913","T2","Kup","K15","K15_12",2017-07-17,34,200,0,0,0,200
"1914","T2","Kup","K15","K15_12",2017-07-18,35,200,0,0,0,195
"1915","T2","Kup","K15","K15_12",2017-07-20,37,195,0,0,0,195
"1916","T2","Kup","K15","K15_12",2017-07-21,38,195,0,0,0,195
"1917","T2","Kup","K15","K15_12",2017-07-22,39,195,0,0,0,195
"1918","T2","Kup","K15","K15_12",2017-07-23,40,195,0,0,0,189
"1932","T3","Kup","K15","K15_16",2017-06-13,0,350,0,0,0,350
"1933","T3","Kup","K15","K15_16",2017-06-14,1,350,0,0,0,350
"1934","T3","Kup","K15","K15_16",2017-06-15,2,350,0,0,0,347
"1935","T3","Kup","K15","K15_16",2017-06-16,3,347,0,0,0,339
"1936","T3","Kup","K15","K15_16",2017-06-17,4,339,0,0,0,325
"1942","T3","Kup","K15","K15_16",2017-06-23,10,259,5,5,1.93050193050193,112
"1943","T3","Kup","K15","K15_16",2017-06-25,12,112,2,2,1.78571428571429,48
"1944","T1","Kup","K16","K16_08",2017-06-13,0,350,0,0,0,350
"1945","T1","Kup","K16","K16_08",2017-06-14,1,350,0,0,0,343
"1946","T1","Kup","K16","K16_08",2017-06-15,2,343,0,0,0,343
"1947","T1","Kup","K16","K16_08",2017-06-16,3,343,0,0,0,342
"1948","T1","Kup","K16","K16_08",2017-06-17,4,342,0,0,0,342
"1954","T1","Kup","K16","K16_08",2017-06-23,10,341,0,0,0,341
"1955","T1","Kup","K16","K16_08",2017-06-25,12,341,0,0,0,341
"1956","T1","Kup","K16","K16_08",2017-06-26,13,341,0,0,0,341
"1957","T1","Kup","K16","K16_08",2017-06-27,14,341,0,0,0,341
"1958","T1","Kup","K16","K16_08",2017-06-28,15,341,0,0,0,341
"1959","T1","Kup","K16","K16_08",2017-06-29,16,341,0,0,0,339
"1960","T1","Kup","K16","K16_08",2017-06-30,17,339,0,0,0,338
"1961","T1","Kup","K16","K16_08",2017-07-01,18,338,0,0,0,334
"1962","T1","Kup","K16","K16_08",2017-07-02,19,334,1,1,0.29940119760479,327
"1963","T1","Kup","K16","K16_08",2017-07-03,20,327,2,2,0.611620795107034,317
"1964","T1","Kup","K16","K16_08",2017-07-04,21,317,3,3,0.946372239747634,314
"1965","T1","Kup","K16","K16_08",2017-07-05,22,314,15,15,4.77707006369427,314
"1966","T1","Kup","K16","K16_08",2017-07-06,23,314,51,51,16.2420382165605,314
"1967","T1","Kup","K16","K16_08",2017-07-07,24,314,167,167,53.1847133757962,313
"1968","T1","Kup","K16","K16_08",2017-07-08,25,313,182,182,58.14696485623,300
"1969","T1","Kup","K16","K16_08",2017-07-09,26,300,150,150,50,297
"1970","T1","Kup","K16","K16_08",2017-07-10,27,297,157,157,52.8619528619529,295
"1973","T1","Kup","K16","K16_08",2017-07-13,30,284,0,0,0,274
"1974","T1","Kup","K16","K16_08",2017-07-14,31,274,202,0,73.7226277372263,274
"1975","T1","Kup","K16","K16_08",2017-07-15,32,274,0,0,0,274
"1976","T1","Kup","K16","K16_08",2017-07-16,33,274,0,0,0,273
"1977","T1","Kup","K16","K16_08",2017-07-17,34,273,0,0,0,273
"1978","T1","Kup","K16","K16_08",2017-07-18,35,273,0,0,0,262
"1979","T1","Kup","K16","K16_08",2017-07-19,36,262,0,0,0,262
"1980","T1","Kup","K16","K16_08",2017-07-20,37,262,0,0,0,262
"1981","T1","Kup","K16","K16_08",2017-07-21,38,262,0,0,0,262
"1982","T1","Kup","K16","K16_08",2017-07-22,39,262,0,0,0,262
"1983","T1","Kup","K16","K16_08",2017-07-23,40,262,0,0,0,246
"1997","T2","Kup","K16","K16_12",2017-06-13,0,350,0,0,0,350
"1998","T2","Kup","K16","K16_12",2017-06-14,1,350,0,0,0,345
"1999","T2","Kup","K16","K16_12",2017-06-15,2,345,0,0,0,341
"2000","T2","Kup","K16","K16_12",2017-06-16,3,341,0,0,0,341
"2001","T2","Kup","K16","K16_12",2017-06-17,4,341,0,0,0,341
"2007","T2","Kup","K16","K16_12",2017-06-23,10,319,0,0,0,315
"2008","T2","Kup","K16","K16_12",2017-06-25,12,315,20,20,6.34920634920635,298
"2009","T2","Kup","K16","K16_12",2017-06-26,13,298,110,110,36.9127516778523,286
"2010","T2","Kup","K16","K16_12",2017-06-27,14,286,168,168,58.7412587412587,281
"2011","T2","Kup","K16","K16_12",2017-06-28,15,281,185,11,65.8362989323843,271
"2012","T2","Kup","K16","K16_12",2017-06-29,16,271,210,0,77.4907749077491,267
"2013","T2","Kup","K16","K16_12",2017-06-30,17,267,195,0,73.0337078651685,266
"2014","T2","Kup","K16","K16_12",2017-07-01,18,266,203,54,76.3157894736842,264
"2015","T2","Kup","K16","K16_12",2017-07-02,19,264,249,0,94.3181818181818,264
"2016","T2","Kup","K16","K16_12",2017-07-03,20,264,238,0,90.1515151515152,253
"2017","T2","Kup","K16","K16_12",2017-07-04,21,253,238,0,94.0711462450593,253
"2018","T2","Kup","K16","K16_12",2017-07-05,22,253,0,0,0,252
"2019","T2","Kup","K16","K16_12",2017-07-06,23,252,0,0,0,252
"2020","T2","Kup","K16","K16_12",2017-07-07,24,252,0,0,0,249
"2021","T2","Kup","K16","K16_12",2017-07-08,25,249,0,0,0,233
"2022","T2","Kup","K16","K16_12",2017-07-09,26,233,0,0,0,230
"2023","T2","Kup","K16","K16_12",2017-07-10,27,230,211,0,91.7391304347826,226
"2024","T2","Kup","K16","K16_12",2017-07-11,28,226,168,0,74.3362831858407,220
"2025","T2","Kup","K16","K16_12",2017-07-12,29,220,201,0,91.3636363636364,216
"2026","T2","Kup","K16","K16_12",2017-07-13,30,216,191,0,88.4259259259259,206
"2027","T2","Kup","K16","K16_12",2017-07-14,31,206,0,0,0,205
"2028","T2","Kup","K16","K16_12",2017-07-15,32,205,0,0,0,205
"2029","T2","Kup","K16","K16_12",2017-07-16,33,205,0,0,0,204
"2030","T2","Kup","K16","K16_12",2017-07-17,34,204,0,0,0,204
"2031","T2","Kup","K16","K16_12",2017-07-18,35,204,0,0,0,199
"2032","T2","Kup","K16","K16_12",2017-07-20,37,199,0,0,0,199
"2033","T2","Kup","K16","K16_12",2017-07-21,38,199,0,0,0,199
"2034","T2","Kup","K16","K16_12",2017-07-22,39,199,0,0,0,199
"2035","T2","Kup","K16","K16_12",2017-07-23,40,199,0,0,0,193
"2049","T3","Kup","K16","K16_16",2017-06-13,0,350,0,0,0,350
"2050","T3","Kup","K16","K16_16",2017-06-14,1,350,0,0,0,346
"2051","T3","Kup","K16","K16_16",2017-06-15,2,346,0,0,0,344
"2052","T3","Kup","K16","K16_16",2017-06-16,3,344,0,0,0,343
"2053","T3","Kup","K16","K16_16",2017-06-17,4,343,0,0,0,326
"2059","T3","Kup","K16","K16_16",2017-06-23,10,289,52,51,17.9930795847751,106
"2060","T3","Kup","K16","K16_16",2017-06-25,12,106,54,37,50.9433962264151,61
"2061","T3","Kup","K16","K16_16",2017-06-26,13,61,44,0,72.1311475409836,60
"2062","T3","Kup","K16","K16_16",2017-06-27,14,60,44,0,73.3333333333333,60
"2063","T3","Kup","K16","K16_16",2017-06-28,15,60,45,0,75,60
"2064","T3","Kup","K16","K16_16",2017-06-29,16,60,46,0,76.6666666666667,60
"2065","T3","Kup","K16","K16_16",2017-06-30,17,60,36,0,60,60
"2066","T3","Kup","K16","K16_16",2017-07-01,18,60,32,0,53.3333333333333,59
"2067","T3","Kup","K16","K16_16",2017-07-02,19,59,43,0,72.8813559322034,59
"2068","T3","Kup","K16","K16_16",2017-07-03,20,59,35,0,59.3220338983051,51
"2069","T3","Kup","K16","K16_16",2017-07-04,21,51,35,0,68.6274509803922,51
"2070","T3","Kup","K16","K16_16",2017-07-05,22,51,0,0,0,50
"2071","T3","Kup","K16","K16_16",2017-07-06,23,50,0,0,0,50
"2072","T3","Kup","K16","K16_16",2017-07-07,24,50,0,0,0,47
"2073","T3","Kup","K16","K16_16",2017-07-08,25,47,0,0,0,45
"2074","T3","Kup","K16","K16_16",2017-07-09,26,45,0,0,0,45
"2076","T3","Kup","K16","K16_16",2017-07-11,28,45,22,0,48.8888888888889,45
"2077","T3","Kup","K16","K16_16",2017-07-12,29,45,28,0,62.2222222222222,44
"2078","T3","Kup","K16","K16_16",2017-07-13,30,44,28,0,63.6363636363636,44
"2079","T3","Kup","K16","K16_16",2017-07-14,31,44,9,0,20.4545454545455,43
"2080","T3","Kup","K16","K16_16",2017-07-17,34,43,0,0,0,43
"2081","T3","Kup","K16","K16_16",2017-07-18,35,43,0,0,0,38
"2082","T3","Kup","K16","K16_16",2017-07-19,36,38,0,0,0,33
"2083","T3","Kup","K16","K16_16",2017-07-20,37,33,0,0,0,32
"2084","T3","Kup","K16","K16_16",2017-07-21,38,32,0,0,0,29
"2085","T3","Kup","K16","K16_16",2017-07-22,39,29,0,0,0,29
"2086","T3","Kup","K16","K16_16",2017-07-23,40,29,7,0,24.1379310344828,29
"2093","T1","Sag","O1","O1_08",2017-06-15,0,350,0,0,0,350
"2094","T1","Sag","O1","O1_08",2017-06-16,1,350,0,0,0,348
"2095","T1","Sag","O1","O1_08",2017-06-17,2,348,0,0,0,348
"2096","T1","Sag","O1","O1_08",2017-06-18,3,348,0,0,0,346
"2097","T1","Sag","O1","O1_08",2017-06-19,4,346,0,0,0,346
"2102","T1","Sag","O1","O1_08",2017-06-25,10,321,0,0,0,309
"2103","T1","Sag","O1","O1_08",2017-06-26,11,309,0,0,0,306
"2104","T1","Sag","O1","O1_08",2017-06-27,12,306,0,0,0,304
"2105","T1","Sag","O1","O1_08",2017-06-28,13,304,0,0,0,304
"2106","T1","Sag","O1","O1_08",2017-06-29,14,304,0,0,0,303
"2107","T1","Sag","O1","O1_08",2017-06-30,15,303,0,0,0,302
"2108","T1","Sag","O1","O1_08",2017-07-01,16,302,0,0,0,301
"2109","T1","Sag","O1","O1_08",2017-07-02,17,301,0,0,0,292
"2110","T1","Sag","O1","O1_08",2017-07-03,18,292,0,0,0,286
"2111","T1","Sag","O1","O1_08",2017-07-04,19,286,0,0,0,285
"2112","T1","Sag","O1","O1_08",2017-07-05,20,285,0,0,0,285
"2113","T1","Sag","O1","O1_08",2017-07-06,21,285,6,6,2.10526315789474,273
"2114","T1","Sag","O1","O1_08",2017-07-07,22,273,1,1,0.366300366300366,265
"2115","T1","Sag","O1","O1_08",2017-07-08,23,265,123,123,46.4150943396226,262
"2116","T1","Sag","O1","O1_08",2017-07-09,24,262,131,131,50,257
"2117","T1","Sag","O1","O1_08",2017-07-10,25,257,160,160,62.2568093385214,257
"2120","T1","Sag","O1","O1_08",2017-07-13,28,256,0,0,0,253
"2121","T1","Sag","O1","O1_08",2017-07-14,29,253,223,0,88.1422924901186,253
"2122","T1","Sag","O1","O1_08",2017-07-15,30,253,0,0,0,252
"2123","T1","Sag","O1","O1_08",2017-07-16,31,252,0,0,0,252
"2124","T1","Sag","O1","O1_08",2017-07-17,32,252,0,0,0,252
"2125","T1","Sag","O1","O1_08",2017-07-18,33,252,0,0,0,252
"2126","T1","Sag","O1","O1_08",2017-07-19,34,252,0,0,0,242
"2127","T1","Sag","O1","O1_08",2017-07-20,35,242,0,0,0,242
"2128","T1","Sag","O1","O1_08",2017-07-21,36,242,0,0,0,236
"2129","T1","Sag","O1","O1_08",2017-07-22,37,236,0,0,0,235
"2130","T1","Sag","O1","O1_08",2017-07-23,38,235,0,0,0,218
"2131","T1","Sag","O1","O1_08",2017-07-24,39,218,0,0,0,204
"2132","T1","Sag","O1","O1_08",2017-07-25,40,204,0,0,0,204
"2144","T2","Sag","O1","O1_12",2017-06-15,0,350,0,0,0,350
"2145","T2","Sag","O1","O1_12",2017-06-16,1,350,0,0,0,342
"2146","T2","Sag","O1","O1_12",2017-06-17,2,342,0,0,0,340
"2147","T2","Sag","O1","O1_12",2017-06-18,3,340,0,0,0,335
"2148","T2","Sag","O1","O1_12",2017-06-19,4,335,0,0,0,334
"2153","T2","Sag","O1","O1_12",2017-06-25,10,324,0,0,0,320
"2154","T2","Sag","O1","O1_12",2017-06-26,11,320,0,0,0,298
"2155","T2","Sag","O1","O1_12",2017-06-27,12,298,107,107,35.9060402684564,281
"2156","T2","Sag","O1","O1_12",2017-06-28,13,281,165,165,58.7188612099644,267
"2157","T2","Sag","O1","O1_12",2017-06-29,14,267,208,205,77.9026217228464,266
"2158","T2","Sag","O1","O1_12",2017-06-30,15,266,204,10,76.6917293233083,249
"2159","T2","Sag","O1","O1_12",2017-07-01,16,249,211,13,84.7389558232932,249
"2160","T2","Sag","O1","O1_12",2017-07-02,17,249,232,0,93.1726907630522,249
"2161","T2","Sag","O1","O1_12",2017-07-03,18,249,172,8,69.0763052208835,247
"2162","T2","Sag","O1","O1_12",2017-07-04,19,247,214,0,86.6396761133603,231
"2163","T2","Sag","O1","O1_12",2017-07-05,20,231,0,0,0,227
"2164","T2","Sag","O1","O1_12",2017-07-06,21,227,0,0,0,222
"2165","T2","Sag","O1","O1_12",2017-07-07,22,222,0,0,0,216
"2166","T2","Sag","O1","O1_12",2017-07-08,23,216,0,0,0,186
"2167","T2","Sag","O1","O1_12",2017-07-09,24,186,0,0,0,165
"2168","T2","Sag","O1","O1_12",2017-07-10,25,165,141,0,85.4545454545455,158
"2169","T2","Sag","O1","O1_12",2017-07-11,26,158,119,0,75.3164556962025,158
"2170","T2","Sag","O1","O1_12",2017-07-12,27,158,137,0,86.7088607594937,154
"2171","T2","Sag","O1","O1_12",2017-07-13,28,154,135,0,87.6623376623377,152
"2172","T2","Sag","O1","O1_12",2017-07-14,29,152,0,0,0,152
"2173","T2","Sag","O1","O1_12",2017-07-15,30,152,0,0,0,152
"2174","T2","Sag","O1","O1_12",2017-07-16,31,152,0,0,0,151
"2175","T2","Sag","O1","O1_12",2017-07-17,32,151,0,0,0,149
"2176","T2","Sag","O1","O1_12",2017-07-18,33,149,0,0,0,140
"2177","T2","Sag","O1","O1_12",2017-07-19,34,140,0,0,0,132
"2178","T2","Sag","O1","O1_12",2017-07-20,35,132,0,0,0,125
"2179","T2","Sag","O1","O1_12",2017-07-21,36,125,0,0,0,117
"2180","T2","Sag","O1","O1_12",2017-07-22,37,117,0,0,0,116
"2181","T2","Sag","O1","O1_12",2017-07-23,38,116,0,0,0,115
"2182","T2","Sag","O1","O1_12",2017-07-24,39,115,0,0,0,115
"2183","T2","Sag","O1","O1_12",2017-07-25,40,115,0,0,0,115
"2190","T3","Sag","O1","O1_16",2017-06-15,0,350,0,0,0,350
"2191","T3","Sag","O1","O1_16",2017-06-16,1,350,0,0,0,344
"2192","T3","Sag","O1","O1_16",2017-06-17,2,344,0,0,0,331
"2193","T3","Sag","O1","O1_16",2017-06-18,3,331,0,0,0,317
"2194","T3","Sag","O1","O1_16",2017-06-19,4,317,0,0,0,309
"2199","T3","Sag","O1","O1_16",2017-06-25,10,294,53,47,18.0272108843537,80
"2200","T3","Sag","O1","O1_16",2017-06-26,11,80,51,18,63.75,63
"2201","T3","Sag","O1","O1_16",2017-06-27,12,63,33,8,52.3809523809524,62
"2202","T3","Sag","O1","O1_16",2017-06-28,13,62,26,0,41.9354838709677,57
"2203","T3","Sag","O1","O1_16",2017-06-29,14,57,36,11,63.1578947368421,57
"2204","T3","Sag","O1","O1_16",2017-06-30,15,57,29,9,50.8771929824561,57
"2205","T3","Sag","O1","O1_16",2017-07-01,16,57,29,10,50.8771929824561,57
"2206","T3","Sag","O1","O1_16",2017-07-02,17,57,23,4,40.3508771929825,51
"2207","T3","Sag","O1","O1_16",2017-07-03,18,51,22,6,43.1372549019608,47
"2208","T3","Sag","O1","O1_16",2017-07-04,19,47,19,4,40.4255319148936,45
"2209","T3","Sag","O1","O1_16",2017-07-05,20,45,0,0,0,41
"2210","T3","Sag","O1","O1_16",2017-07-06,21,41,0,0,0,41
"2211","T3","Sag","O1","O1_16",2017-07-07,22,41,0,0,0,41
"2212","T3","Sag","O1","O1_16",2017-07-08,23,41,0,0,0,40
"2213","T3","Sag","O1","O1_16",2017-07-09,24,40,0,0,0,37
"2215","T3","Sag","O1","O1_16",2017-07-11,26,35,15,0,42.8571428571429,33
"2216","T3","Sag","O1","O1_16",2017-07-12,27,33,11,0,33.3333333333333,28
"2217","T3","Sag","O1","O1_16",2017-07-13,28,28,9,0,32.1428571428571,26
"2218","T3","Sag","O1","O1_16",2017-07-14,29,26,92,0,353.846153846154,26
"2219","T3","Sag","O1","O1_16",2017-07-15,30,26,0,0,0,26
"2220","T3","Sag","O1","O1_16",2017-07-16,31,26,0,0,0,26
"2221","T3","Sag","O1","O1_16",2017-07-17,32,26,0,0,0,25
"2222","T3","Sag","O1","O1_16",2017-07-18,33,25,0,0,0,25
"2223","T3","Sag","O1","O1_16",2017-07-19,34,25,0,0,0,25
"2224","T3","Sag","O1","O1_16",2017-07-20,35,25,0,0,0,24
"2225","T3","Sag","O1","O1_16",2017-07-21,36,24,0,0,0,22
"2226","T3","Sag","O1","O1_16",2017-07-22,37,22,0,0,0,21
"2227","T3","Sag","O1","O1_16",2017-07-23,38,21,2,0,9.52380952380952,21
"2228","T3","Sag","O1","O1_16",2017-07-24,39,21,0,0,0,21
"2229","T3","Sag","O1","O1_16",2017-07-25,40,21,0,0,0,21
"2241","T1","Sag","O2","O2_08",2017-06-15,0,350,0,0,0,350
"2242","T1","Sag","O2","O2_08",2017-06-16,1,350,0,0,0,346
"2243","T1","Sag","O2","O2_08",2017-06-17,2,346,0,0,0,346
"2244","T1","Sag","O2","O2_08",2017-06-18,3,346,0,0,0,344
"2245","T1","Sag","O2","O2_08",2017-06-19,4,344,0,0,0,339
"2250","T1","Sag","O2","O2_08",2017-06-25,10,304,0,0,0,293
"2251","T1","Sag","O2","O2_08",2017-06-26,11,293,0,0,0,289
"2252","T1","Sag","O2","O2_08",2017-06-27,12,289,0,0,0,286
"2253","T1","Sag","O2","O2_08",2017-06-28,13,286,0,0,0,285
"2254","T1","Sag","O2","O2_08",2017-06-29,14,285,0,0,0,284
"2255","T1","Sag","O2","O2_08",2017-06-30,15,284,0,0,0,284
"2256","T1","Sag","O2","O2_08",2017-07-01,16,284,0,0,0,284
"2257","T1","Sag","O2","O2_08",2017-07-02,17,284,0,0,0,267
"2258","T1","Sag","O2","O2_08",2017-07-03,18,267,0,0,0,257
"2259","T1","Sag","O2","O2_08",2017-07-04,19,257,0,0,0,255
"2260","T1","Sag","O2","O2_08",2017-07-05,20,255,1,1,0.392156862745098,254
"2261","T1","Sag","O2","O2_08",2017-07-06,21,254,1,1,0.393700787401575,253
"2262","T1","Sag","O2","O2_08",2017-07-07,22,253,2,2,0.790513833992095,242
"2263","T1","Sag","O2","O2_08",2017-07-08,23,242,53,53,21.900826446281,234
"2264","T1","Sag","O2","O2_08",2017-07-09,24,234,44,44,18.8034188034188,228
"2265","T1","Sag","O2","O2_08",2017-07-10,25,228,149,149,65.3508771929825,227
"2266","T1","Sag","O2","O2_08",2017-07-11,26,227,0,0,0,225
"2268","T1","Sag","O2","O2_08",2017-07-13,28,223,0,0,0,221
"2269","T1","Sag","O2","O2_08",2017-07-14,29,221,189,0,85.5203619909502,220
"2270","T1","Sag","O2","O2_08",2017-07-15,30,220,0,0,0,219
"2271","T1","Sag","O2","O2_08",2017-07-16,31,219,0,0,0,218
"2272","T1","Sag","O2","O2_08",2017-07-17,32,218,0,0,0,218
"2273","T1","Sag","O2","O2_08",2017-07-18,33,218,0,0,0,217
"2274","T1","Sag","O2","O2_08",2017-07-19,34,217,0,0,0,207
"2275","T1","Sag","O2","O2_08",2017-07-20,35,207,0,0,0,206
"2276","T1","Sag","O2","O2_08",2017-07-21,36,206,0,0,0,198
"2277","T1","Sag","O2","O2_08",2017-07-22,37,198,0,0,0,198
"2278","T1","Sag","O2","O2_08",2017-07-23,38,198,0,0,0,182
"2279","T1","Sag","O2","O2_08",2017-07-24,39,182,0,0,0,182
"2280","T1","Sag","O2","O2_08",2017-07-25,40,182,0,0,0,182
"2292","T2","Sag","O2","O2_12",2017-06-15,0,350,0,0,0,350
"2293","T2","Sag","O2","O2_12",2017-06-16,1,350,0,0,0,348
"2294","T2","Sag","O2","O2_12",2017-06-17,2,348,0,0,0,347
"2295","T2","Sag","O2","O2_12",2017-06-18,3,347,0,0,0,339
"2296","T2","Sag","O2","O2_12",2017-06-19,4,339,0,0,0,338
"2301","T2","Sag","O2","O2_12",2017-06-25,10,323,0,0,0,321
"2302","T2","Sag","O2","O2_12",2017-06-26,11,321,0,0,0,288
"2303","T2","Sag","O2","O2_12",2017-06-27,12,288,0,0,0,286
"2304","T2","Sag","O2","O2_12",2017-06-28,13,286,103,103,36.013986013986,276
"2305","T2","Sag","O2","O2_12",2017-06-29,14,276,204,204,73.9130434782609,276
"2306","T2","Sag","O2","O2_12",2017-06-30,15,276,196,22,71.0144927536232,252
"2307","T2","Sag","O2","O2_12",2017-07-01,16,252,189,2,75,249
"2308","T2","Sag","O2","O2_12",2017-07-02,17,249,230,0,92.3694779116466,249
"2309","T2","Sag","O2","O2_12",2017-07-03,18,249,230,0,92.3694779116466,249
"2310","T2","Sag","O2","O2_12",2017-07-04,19,249,220,0,88.3534136546185,239
