"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.HG2023","num.fry","num.hatchlings","perc.hatched.HG2023","num.remaining.HG2023"
"1","T1","Kup","K01","K01_08",2017-06-13,0,350,0,0,0,350
"2","T1","Kup","K01","K01_08",2017-06-14,1,350,0,0,0,348
"3","T1","Kup","K01","K01_08",2017-06-15,2,348,0,0,0,348
"4","T1","Kup","K01","K01_08",2017-06-16,3,348,0,0,0,348
"5","T1","Kup","K01","K01_08",2017-06-17,4,348,0,0,0,346
"11","T1","Kup","K01","K01_08",2017-06-23,10,339,0,0,0,337
"12","T1","Kup","K01","K01_08",2017-06-25,12,337,0,0,0,335
"13","T1","Kup","K01","K01_08",2017-06-26,13,335,0,0,0,335
"14","T1","Kup","K01","K01_08",2017-06-27,14,335,0,0,0,333
"15","T1","Kup","K01","K01_08",2017-06-28,15,333,0,0,0,322
"16","T1","Kup","K01","K01_08",2017-06-29,16,322,0,0,0,319
"17","T1","Kup","K01","K01_08",2017-06-30,17,319,0,0,0,313
"18","T1","Kup","K01","K01_08",2017-07-01,18,313,0,0,0,300
"19","T1","Kup","K01","K01_08",2017-07-02,19,300,1,1,0.333333333333333,216
"20","T1","Kup","K01","K01_08",2017-07-03,20,216,0,0,0,200
"21","T1","Kup","K01","K01_08",2017-07-04,21,200,2,2,1,193
"22","T1","Kup","K01","K01_08",2017-07-05,22,193,4,4,2.07253886010363,193
"23","T1","Kup","K01","K01_08",2017-07-06,23,193,9,9,4.66321243523316,187
"24","T1","Kup","K01","K01_08",2017-07-07,24,187,42,42,22.4598930481283,175
"25","T1","Kup","K01","K01_08",2017-07-08,25,175,106,106,60.5714285714286,167
"26","T1","Kup","K01","K01_08",2017-07-09,26,167,110,110,65.8682634730539,165
"27","T1","Kup","K01","K01_08",2017-07-10,27,165,120,9,72.7272727272727,141
"28","T1","Kup","K01","K01_08",2017-07-11,28,141,121,0,85.8156028368794,140
"30","T1","Kup","K01","K01_08",2017-07-13,30,138,0,0,0,128
"31","T1","Kup","K01","K01_08",2017-07-14,31,128,89,0,69.53125,128
"32","T1","Kup","K01","K01_08",2017-07-15,32,128,0,0,0,128
"33","T1","Kup","K01","K01_08",2017-07-16,33,128,0,0,0,128
"34","T1","Kup","K01","K01_08",2017-07-17,34,128,0,0,0,128
"35","T1","Kup","K01","K01_08",2017-07-18,35,128,0,0,0,118
"36","T1","Kup","K01","K01_08",2017-07-19,36,118,0,0,0,118
"37","T1","Kup","K01","K01_08",2017-07-20,37,118,0,0,0,117
"38","T1","Kup","K01","K01_08",2017-07-21,38,117,0,0,0,117
"39","T1","Kup","K01","K01_08",2017-07-22,39,117,0,0,0,117
"40","T1","Kup","K01","K01_08",2017-07-23,40,117,0,0,0,106
"54","T2","Kup","K01","K01_12",2017-06-13,0,350,0,0,0,350
"55","T2","Kup","K01","K01_12",2017-06-14,1,350,0,0,0,348
"56","T2","Kup","K01","K01_12",2017-06-15,2,348,0,0,0,347
"57","T2","Kup","K01","K01_12",2017-06-16,3,347,0,0,0,347
"58","T2","Kup","K01","K01_12",2017-06-17,4,347,0,0,0,346
"64","T2","Kup","K01","K01_12",2017-06-23,10,338,0,0,0,335
"65","T2","Kup","K01","K01_12",2017-06-25,12,335,14,14,4.17910447761194,261
"66","T2","Kup","K01","K01_12",2017-06-26,13,261,75,75,28.735632183908,226
"67","T2","Kup","K01","K01_12",2017-06-27,14,226,116,116,51.3274336283186,216
"68","T2","Kup","K01","K01_12",2017-06-28,15,216,167,167,77.3148148148148,204
"69","T2","Kup","K01","K01_12",2017-06-29,16,204,185,9,90.6862745098039,204
"70","T2","Kup","K01","K01_12",2017-06-30,17,204,171,1,83.8235294117647,193
"71","T2","Kup","K01","K01_12",2017-07-01,18,193,177,4,91.7098445595855,192
"72","T2","Kup","K01","K01_12",2017-07-02,19,192,151,3,78.6458333333333,190
"73","T2","Kup","K01","K01_12",2017-07-03,20,190,142,1,74.7368421052632,178
"74","T2","Kup","K01","K01_12",2017-07-04,21,178,159,0,89.3258426966292,177
"75","T2","Kup","K01","K01_12",2017-07-05,22,177,0,0,0,177
"76","T2","Kup","K01","K01_12",2017-07-06,23,177,0,0,0,177
"77","T2","Kup","K01","K01_12",2017-07-07,24,177,0,0,0,176
"78","T2","Kup","K01","K01_12",2017-07-08,25,176,0,0,0,165
"79","T2","Kup","K01","K01_12",2017-07-09,26,165,0,0,0,164
"80","T2","Kup","K01","K01_12",2017-07-10,27,164,0,0,0,163
"81","T2","Kup","K01","K01_12",2017-07-11,28,163,143,0,87.7300613496933,161
"82","T2","Kup","K01","K01_12",2017-07-12,29,161,142,0,88.1987577639752,160
"83","T2","Kup","K01","K01_12",2017-07-13,30,160,140,0,87.5,158
"84","T2","Kup","K01","K01_12",2017-07-14,31,158,0,0,0,158
"85","T2","Kup","K01","K01_12",2017-07-15,32,158,0,0,0,155
"86","T2","Kup","K01","K01_12",2017-07-16,33,155,0,0,0,152
"87","T2","Kup","K01","K01_12",2017-07-17,34,152,0,0,0,147
"88","T2","Kup","K01","K01_12",2017-07-18,35,147,0,0,0,139
"89","T2","Kup","K01","K01_12",2017-07-19,36,139,0,0,0,138
"90","T2","Kup","K01","K01_12",2017-07-20,37,138,0,0,0,138
"91","T2","Kup","K01","K01_12",2017-07-21,38,138,0,0,0,137
"92","T2","Kup","K01","K01_12",2017-07-22,39,137,0,0,0,136
"93","T2","Kup","K01","K01_12",2017-07-23,40,136,0,0,0,131
"107","T3","Kup","K01","K01_16",2017-06-13,0,350,0,0,0,350
"108","T3","Kup","K01","K01_16",2017-06-14,1,350,0,0,0,349
"109","T3","Kup","K01","K01_16",2017-06-15,2,349,0,0,0,341
"110","T3","Kup","K01","K01_16",2017-06-16,3,341,0,0,0,298
"111","T3","Kup","K01","K01_16",2017-06-17,4,298,0,0,0,246
"117","T3","Kup","K01","K01_16",2017-06-23,10,170,16,16,9.41176470588235,129
"118","T3","Kup","K01","K01_16",2017-06-25,12,129,0,0,0,33
"119","T1","Kup","K02","K02_08",2017-06-13,0,350,0,0,0,350
"120","T1","Kup","K02","K02_08",2017-06-14,1,350,0,0,0,347
"121","T1","Kup","K02","K02_08",2017-06-15,2,347,0,0,0,346
"122","T1","Kup","K02","K02_08",2017-06-16,3,346,0,0,0,344
"123","T1","Kup","K02","K02_08",2017-06-17,4,344,0,0,0,343
"129","T1","Kup","K02","K02_08",2017-06-23,10,332,0,0,0,332
"130","T1","Kup","K02","K02_08",2017-06-25,12,332,0,0,0,330
"131","T1","Kup","K02","K02_08",2017-06-26,13,330,0,0,0,330
"132","T1","Kup","K02","K02_08",2017-06-27,14,330,0,0,0,327
"133","T1","Kup","K02","K02_08",2017-06-28,15,327,0,0,0,324
"134","T1","Kup","K02","K02_08",2017-06-29,16,324,0,0,0,319
"135","T1","Kup","K02","K02_08",2017-06-30,17,319,0,0,0,312
"136","T1","Kup","K02","K02_08",2017-07-01,18,312,0,0,0,309
"137","T1","Kup","K02","K02_08",2017-07-02,19,309,0,0,0,305
"138","T1","Kup","K02","K02_08",2017-07-03,20,305,3,3,0.983606557377049,295
"139","T1","Kup","K02","K02_08",2017-07-04,21,295,0,0,0,291
"140","T1","Kup","K02","K02_08",2017-07-05,22,291,4,4,1.3745704467354,285
"141","T1","Kup","K02","K02_08",2017-07-06,23,285,2,2,0.701754385964912,279
"142","T1","Kup","K02","K02_08",2017-07-07,24,279,48,48,17.2043010752688,272
"143","T1","Kup","K02","K02_08",2017-07-08,25,272,112,112,41.1764705882353,259
"144","T1","Kup","K02","K02_08",2017-07-09,26,259,138,138,53.2818532818533,259
"148","T1","Kup","K02","K02_08",2017-07-13,30,240,0,0,0,229
"149","T1","Kup","K02","K02_08",2017-07-14,31,229,189,0,82.5327510917031,228
"150","T1","Kup","K02","K02_08",2017-07-15,32,228,0,0,0,228
"151","T1","Kup","K02","K02_08",2017-07-16,33,228,0,0,0,228
"152","T1","Kup","K02","K02_08",2017-07-17,34,228,0,0,0,227
"153","T1","Kup","K02","K02_08",2017-07-18,35,227,0,0,0,217
"154","T1","Kup","K02","K02_08",2017-07-19,36,217,0,0,0,216
"155","T1","Kup","K02","K02_08",2017-07-20,37,216,0,0,0,216
"156","T1","Kup","K02","K02_08",2017-07-21,38,216,0,0,0,214
"157","T1","Kup","K02","K02_08",2017-07-22,39,214,0,0,0,212
"158","T1","Kup","K02","K02_08",2017-07-23,40,212,0,0,0,198
"172","T2","Kup","K02","K02_12",2017-06-13,0,350,0,0,0,350
"173","T2","Kup","K02","K02_12",2017-06-14,1,350,0,0,0,347
"174","T2","Kup","K02","K02_12",2017-06-15,2,347,0,0,0,347
"175","T2","Kup","K02","K02_12",2017-06-16,3,347,0,0,0,347
"176","T2","Kup","K02","K02_12",2017-06-17,4,347,0,0,0,344
"182","T2","Kup","K02","K02_12",2017-06-23,10,332,0,0,0,325
"183","T2","Kup","K02","K02_12",2017-06-25,12,325,15,15,4.61538461538462,297
"184","T2","Kup","K02","K02_12",2017-06-26,13,297,66,66,22.2222222222222,290
"185","T2","Kup","K02","K02_12",2017-06-27,14,290,194,194,66.8965517241379,286
"186","T2","Kup","K02","K02_12",2017-06-28,15,286,241,158,84.2657342657343,263
"187","T2","Kup","K02","K02_12",2017-06-29,16,263,234,7,88.9733840304182,257
"188","T2","Kup","K02","K02_12",2017-06-30,17,257,221,6,85.9922178988327,253
"189","T2","Kup","K02","K02_12",2017-07-01,18,253,35,5,13.8339920948617,251
"190","T2","Kup","K02","K02_12",2017-07-02,19,251,208,5,82.8685258964143,250
"191","T2","Kup","K02","K02_12",2017-07-03,20,250,210,2,84,236
"192","T2","Kup","K02","K02_12",2017-07-04,21,236,215,0,91.1016949152542,234
"193","T2","Kup","K02","K02_12",2017-07-05,22,234,0,0,0,233
"194","T2","Kup","K02","K02_12",2017-07-06,23,233,0,0,0,233
"195","T2","Kup","K02","K02_12",2017-07-07,24,233,0,0,0,229
"196","T2","Kup","K02","K02_12",2017-07-08,25,229,0,0,0,213
"197","T2","Kup","K02","K02_12",2017-07-09,26,213,0,0,0,212
"198","T2","Kup","K02","K02_12",2017-07-10,27,212,0,0,0,207
"199","T2","Kup","K02","K02_12",2017-07-11,28,207,186,0,89.8550724637681,207
"200","T2","Kup","K02","K02_12",2017-07-12,29,207,185,0,89.3719806763285,204
"201","T2","Kup","K02","K02_12",2017-07-13,30,204,181,0,88.7254901960784,200
"202","T2","Kup","K02","K02_12",2017-07-14,31,200,0,0,0,199
"203","T2","Kup","K02","K02_12",2017-07-15,32,199,0,0,0,199
"204","T2","Kup","K02","K02_12",2017-07-16,33,199,0,0,0,199
"205","T2","Kup","K02","K02_12",2017-07-17,34,199,0,0,0,195
"206","T2","Kup","K02","K02_12",2017-07-18,35,195,0,0,0,190
"207","T2","Kup","K02","K02_12",2017-07-19,36,190,0,0,0,188
"208","T2","Kup","K02","K02_12",2017-07-20,37,188,0,0,0,187
"209","T2","Kup","K02","K02_12",2017-07-21,38,187,0,0,0,186
"210","T2","Kup","K02","K02_12",2017-07-22,39,186,0,0,0,184
"211","T2","Kup","K02","K02_12",2017-07-23,40,184,0,0,0,177
"218","T3","Kup","K02","K02_16",2017-06-13,0,350,0,0,0,350
"219","T3","Kup","K02","K02_16",2017-06-14,1,350,0,0,0,350
"220","T3","Kup","K02","K02_16",2017-06-15,2,350,0,0,0,315
"221","T3","Kup","K02","K02_16",2017-06-16,3,315,0,0,0,295
"222","T3","Kup","K02","K02_16",2017-06-17,4,295,0,0,0,282
"228","T3","Kup","K02","K02_16",2017-06-23,10,242,79,78,32.6446280991736,230
"229","T3","Kup","K02","K02_16",2017-06-25,12,230,16,1,6.95652173913043,49
"230","T3","Kup","K02","K02_16",2017-06-26,13,49,15,2,30.6122448979592,49
"231","T3","Kup","K02","K02_16",2017-06-27,14,49,18,2,36.734693877551,48
"232","T3","Kup","K02","K02_16",2017-06-28,15,48,15,1,31.25,47
"233","T3","Kup","K02","K02_16",2017-06-29,16,47,15,1,31.9148936170213,47
"234","T3","Kup","K02","K02_16",2017-06-30,17,47,9,0,19.1489361702128,46
"235","T3","Kup","K02","K02_16",2017-07-01,18,46,8,0,17.3913043478261,45
"236","T3","Kup","K02","K02_16",2017-07-02,19,45,7,0,15.5555555555556,45
"237","T3","Kup","K02","K02_16",2017-07-03,20,45,35,0,77.7777777777778,45
"238","T3","Kup","K02","K02_16",2017-07-04,21,45,35,0,77.7777777777778,45
"239","T3","Kup","K02","K02_16",2017-07-05,22,45,0,0,0,45
"240","T3","Kup","K02","K02_16",2017-07-06,23,45,0,0,0,45
"241","T3","Kup","K02","K02_16",2017-07-07,24,45,0,0,0,44
"242","T3","Kup","K02","K02_16",2017-07-08,25,44,0,0,0,42
"243","T3","Kup","K02","K02_16",2017-07-09,26,42,0,0,0,41
"244","T3","Kup","K02","K02_16",2017-07-11,28,41,3,0,7.31707317073171,41
"245","T3","Kup","K02","K02_16",2017-07-12,29,41,21,0,51.219512195122,41
"246","T3","Kup","K02","K02_16",2017-07-13,30,41,21,0,51.219512195122,41
"247","T3","Kup","K02","K02_16",2017-07-14,31,41,0,0,0,41
"248","T3","Kup","K02","K02_16",2017-07-15,32,41,0,0,0,41
"249","T3","Kup","K02","K02_16",2017-07-16,33,41,0,0,0,39
"250","T3","Kup","K02","K02_16",2017-07-17,34,39,1,0,2.56410256410256,39
"251","T3","Kup","K02","K02_16",2017-07-18,35,39,0,0,0,39
"252","T3","Kup","K02","K02_16",2017-07-19,36,39,0,0,0,39
"253","T3","Kup","K02","K02_16",2017-07-20,37,39,0,0,0,39
"254","T3","Kup","K02","K02_16",2017-07-21,38,39,0,0,0,39
"255","T3","Kup","K02","K02_16",2017-07-22,39,39,0,0,0,39
"256","T3","Kup","K02","K02_16",2017-07-23,40,39,1,0,2.56410256410256,39
"264","T1","Kup","K03","K03_08",2017-06-13,0,350,0,0,0,350
"265","T1","Kup","K03","K03_08",2017-06-14,1,350,0,0,0,349
"266","T1","Kup","K03","K03_08",2017-06-15,2,349,0,0,0,349
"267","T1","Kup","K03","K03_08",2017-06-16,3,349,0,0,0,349
"268","T1","Kup","K03","K03_08",2017-06-17,4,349,0,0,0,347
"274","T1","Kup","K03","K03_08",2017-06-23,10,345,0,0,0,345
"275","T1","Kup","K03","K03_08",2017-06-25,12,345,0,0,0,344
"276","T1","Kup","K03","K03_08",2017-06-26,13,344,0,0,0,344
"277","T1","Kup","K03","K03_08",2017-06-27,14,344,0,0,0,344
"278","T1","Kup","K03","K03_08",2017-06-28,15,344,0,0,0,344
"279","T1","Kup","K03","K03_08",2017-06-29,16,344,0,0,0,343
"280","T1","Kup","K03","K03_08",2017-06-30,17,343,0,0,0,343
"281","T1","Kup","K03","K03_08",2017-07-01,18,343,0,0,0,342
"282","T1","Kup","K03","K03_08",2017-07-02,19,342,0,0,0,340
"283","T1","Kup","K03","K03_08",2017-07-03,20,340,0,0,0,336
"284","T1","Kup","K03","K03_08",2017-07-04,21,336,0,0,0,336
"285","T1","Kup","K03","K03_08",2017-07-05,22,336,13,13,3.86904761904762,336
"286","T1","Kup","K03","K03_08",2017-07-06,23,336,7,7,2.08333333333333,324
"287","T1","Kup","K03","K03_08",2017-07-07,24,324,50,50,15.4320987654321,321
"288","T1","Kup","K03","K03_08",2017-07-08,25,321,228,228,71.0280373831776,314
"289","T1","Kup","K03","K03_08",2017-07-09,26,314,198,196,63.0573248407643,311
"293","T1","Kup","K03","K03_08",2017-07-13,30,309,0,0,0,299
"294","T1","Kup","K03","K03_08",2017-07-14,31,299,257,0,85.9531772575251,297
"295","T1","Kup","K03","K03_08",2017-07-15,32,297,0,0,0,297
"296","T1","Kup","K03","K03_08",2017-07-16,33,297,0,0,0,296
"297","T1","Kup","K03","K03_08",2017-07-17,34,296,0,0,0,296
"298","T1","Kup","K03","K03_08",2017-07-18,35,296,0,0,0,283
"299","T1","Kup","K03","K03_08",2017-07-19,36,283,0,0,0,282
"300","T1","Kup","K03","K03_08",2017-07-20,37,282,0,0,0,280
"301","T1","Kup","K03","K03_08",2017-07-21,38,280,0,0,0,280
"302","T1","Kup","K03","K03_08",2017-07-22,39,280,0,0,0,279
"303","T1","Kup","K03","K03_08",2017-07-23,40,279,0,0,0,260
"317","T2","Kup","K03","K03_12",2017-06-13,0,350,0,0,0,350
"318","T2","Kup","K03","K03_12",2017-06-14,1,350,0,0,0,350
"319","T2","Kup","K03","K03_12",2017-06-15,2,350,0,0,0,350
"320","T2","Kup","K03","K03_12",2017-06-16,3,350,0,0,0,347
"321","T2","Kup","K03","K03_12",2017-06-17,4,347,0,0,0,346
"327","T2","Kup","K03","K03_12",2017-06-23,10,345,0,0,0,345
"328","T2","Kup","K03","K03_12",2017-06-25,12,345,18,18,5.21739130434783,331
"329","T2","Kup","K03","K03_12",2017-06-26,13,331,94,94,28.3987915407855,331
"330","T2","Kup","K03","K03_12",2017-06-27,14,331,121,121,36.5558912386707,325
"331","T2","Kup","K03","K03_12",2017-06-28,15,325,235,82,72.3076923076923,313
"332","T2","Kup","K03","K03_12",2017-06-29,16,313,142,13,45.3674121405751,311
"333","T2","Kup","K03","K03_12",2017-06-30,17,311,258,0,82.9581993569132,307
"334","T2","Kup","K03","K03_12",2017-07-01,18,307,232,1,75.5700325732899,305
"335","T2","Kup","K03","K03_12",2017-07-02,19,305,285,0,93.4426229508197,305
"336","T2","Kup","K03","K03_12",2017-07-03,20,305,273,0,89.5081967213115,293
"337","T2","Kup","K03","K03_12",2017-07-04,21,293,272,0,92.8327645051195,292
"338","T2","Kup","K03","K03_12",2017-07-05,22,292,0,0,0,289
"339","T2","Kup","K03","K03_12",2017-07-06,23,289,0,0,0,284
"340","T2","Kup","K03","K03_12",2017-07-07,24,284,0,0,0,274
"341","T2","Kup","K03","K03_12",2017-07-08,25,274,0,0,0,238
"342","T2","Kup","K03","K03_12",2017-07-09,26,238,0,0,0,233
"343","T2","Kup","K03","K03_12",2017-07-10,27,233,209,0,89.6995708154506,229
"344","T2","Kup","K03","K03_12",2017-07-11,28,229,174,0,75.9825327510917,223
"345","T2","Kup","K03","K03_12",2017-07-12,29,223,201,0,90.1345291479821,221
"346","T2","Kup","K03","K03_12",2017-07-13,30,221,198,0,89.5927601809955,218
"347","T2","Kup","K03","K03_12",2017-07-14,31,218,0,0,0,214
"348","T2","Kup","K03","K03_12",2017-07-15,32,214,0,0,0,213
"349","T2","Kup","K03","K03_12",2017-07-16,33,213,0,0,0,213
"350","T2","Kup","K03","K03_12",2017-07-17,34,213,0,0,0,206
"351","T2","Kup","K03","K03_12",2017-07-18,35,206,0,0,0,197
"352","T2","Kup","K03","K03_12",2017-07-19,36,197,0,0,0,194
"353","T2","Kup","K03","K03_12",2017-07-20,37,194,0,0,0,194
"354","T2","Kup","K03","K03_12",2017-07-21,38,194,0,0,0,194
"355","T2","Kup","K03","K03_12",2017-07-22,39,194,0,0,0,193
"356","T2","Kup","K03","K03_12",2017-07-23,40,193,0,0,0,187
"370","T3","Kup","K03","K03_16",2017-06-13,0,350,0,0,0,350
"371","T3","Kup","K03","K03_16",2017-06-14,1,350,0,0,0,350
"372","T3","Kup","K03","K03_16",2017-06-15,2,350,0,0,0,348
"373","T3","Kup","K03","K03_16",2017-06-16,3,348,0,0,0,341
"374","T3","Kup","K03","K03_16",2017-06-17,4,341,0,0,0,338
"380","T3","Kup","K03","K03_16",2017-06-23,10,325,5,5,1.53846153846154,268
"381","T3","Kup","K03","K03_16",2017-06-25,12,268,1,0,0.373134328358209,54
"382","T1","Kup","K04","K04_08",2017-06-13,0,350,0,0,0,350
"383","T1","Kup","K04","K04_08",2017-06-14,1,350,0,0,0,350
"384","T1","Kup","K04","K04_08",2017-06-15,2,350,0,0,0,349
"385","T1","Kup","K04","K04_08",2017-06-16,3,349,0,0,0,349
"386","T1","Kup","K04","K04_08",2017-06-17,4,349,0,0,0,349
"392","T1","Kup","K04","K04_08",2017-06-23,10,339,0,0,0,337
"393","T1","Kup","K04","K04_08",2017-06-25,12,337,0,0,0,335
"394","T1","Kup","K04","K04_08",2017-06-26,13,335,0,0,0,335
"395","T1","Kup","K04","K04_08",2017-06-27,14,335,0,0,0,335
"396","T1","Kup","K04","K04_08",2017-06-28,15,335,0,0,0,335
"397","T1","Kup","K04","K04_08",2017-06-29,16,335,0,0,0,335
"398","T1","Kup","K04","K04_08",2017-06-30,17,335,0,0,0,331
"399","T1","Kup","K04","K04_08",2017-07-01,18,331,0,0,0,330
"400","T1","Kup","K04","K04_08",2017-07-02,19,330,0,0,0,306
"401","T1","Kup","K04","K04_08",2017-07-03,20,306,1,1,0.326797385620915,305
"402","T1","Kup","K04","K04_08",2017-07-04,21,305,1,1,0.327868852459016,304
"403","T1","Kup","K04","K04_08",2017-07-05,22,304,4,4,1.31578947368421,293
"404","T1","Kup","K04","K04_08",2017-07-06,23,293,2,2,0.68259385665529,289
"405","T1","Kup","K04","K04_08",2017-07-07,24,289,160,160,55.363321799308,281
"406","T1","Kup","K04","K04_08",2017-07-08,25,281,193,193,68.6832740213523,275
"407","T1","Kup","K04","K04_08",2017-07-09,26,275,198,198,72,274
"411","T1","Kup","K04","K04_08",2017-07-13,30,273,0,0,0,263
"412","T1","Kup","K04","K04_08",2017-07-14,31,263,224,0,85.1711026615969,263
"413","T1","Kup","K04","K04_08",2017-07-15,32,263,0,0,0,263
"414","T1","Kup","K04","K04_08",2017-07-16,33,263,0,0,0,263
"415","T1","Kup","K04","K04_08",2017-07-17,34,263,0,0,0,263
"416","T1","Kup","K04","K04_08",2017-07-18,35,263,0,0,0,249
"417","T1","Kup","K04","K04_08",2017-07-19,36,249,0,0,0,249
"418","T1","Kup","K04","K04_08",2017-07-20,37,249,0,0,0,248
"419","T1","Kup","K04","K04_08",2017-07-21,38,248,0,0,0,245
"420","T1","Kup","K04","K04_08",2017-07-22,39,245,0,0,0,242
"421","T1","Kup","K04","K04_08",2017-07-23,40,242,0,0,0,223
"434","T2","Kup","K04","K04_12",2017-06-13,0,350,0,0,0,350
"435","T2","Kup","K04","K04_12",2017-06-14,1,350,0,0,0,347
"436","T2","Kup","K04","K04_12",2017-06-15,2,347,0,0,0,347
"437","T2","Kup","K04","K04_12",2017-06-16,3,347,0,0,0,346
"438","T2","Kup","K04","K04_12",2017-06-17,4,346,0,0,0,344
"444","T2","Kup","K04","K04_12",2017-06-23,10,329,0,0,0,329
"445","T2","Kup","K04","K04_12",2017-06-25,12,329,1,1,0.303951367781155,319
"446","T2","Kup","K04","K04_12",2017-06-26,13,319,4,4,1.25391849529781,290
"447","T2","Kup","K04","K04_12",2017-06-27,14,290,196,196,67.5862068965517,282
"448","T2","Kup","K04","K04_12",2017-06-28,15,282,214,126,75.886524822695,272
"449","T2","Kup","K04","K04_12",2017-06-29,16,272,211,4,77.5735294117647,269
"450","T2","Kup","K04","K04_12",2017-06-30,17,269,195,0,72.4907063197026,263
"451","T2","Kup","K04","K04_12",2017-07-01,18,263,187,0,71.1026615969582,263
"452","T2","Kup","K04","K04_12",2017-07-02,19,263,242,0,92.0152091254753,263
"453","T2","Kup","K04","K04_12",2017-07-03,20,263,232,0,88.212927756654,253
"454","T2","Kup","K04","K04_12",2017-07-04,21,253,230,0,90.9090909090909,251
"455","T2","Kup","K04","K04_12",2017-07-05,22,251,0,0,0,251
"456","T2","Kup","K04","K04_12",2017-07-06,23,251,0,0,0,251
"457","T2","Kup","K04","K04_12",2017-07-07,24,251,0,0,0,248
"458","T2","Kup","K04","K04_12",2017-07-08,25,248,0,0,0,219
"459","T2","Kup","K04","K04_12",2017-07-09,26,219,0,0,0,203
"460","T2","Kup","K04","K04_12",2017-07-10,27,203,172,0,84.7290640394089,193
"461","T2","Kup","K04","K04_12",2017-07-11,28,193,123,0,63.7305699481865,181
"462","T2","Kup","K04","K04_12",2017-07-12,29,181,153,0,84.5303867403315,174
"463","T2","Kup","K04","K04_12",2017-07-13,30,174,150,0,86.2068965517241,171
"464","T2","Kup","K04","K04_12",2017-07-14,31,171,0,0,0,170
"465","T2","Kup","K04","K04_12",2017-07-15,32,170,0,0,0,169
"466","T2","Kup","K04","K04_12",2017-07-16,33,169,0,0,0,169
"467","T2","Kup","K04","K04_12",2017-07-17,34,169,0,0,0,159
"468","T2","Kup","K04","K04_12",2017-07-18,35,159,0,0,0,154
"469","T2","Kup","K04","K04_12",2017-07-19,36,154,0,0,0,153
"470","T2","Kup","K04","K04_12",2017-07-20,37,153,0,0,0,153
"471","T2","Kup","K04","K04_12",2017-07-21,38,153,0,0,0,153
"472","T2","Kup","K04","K04_12",2017-07-22,39,153,0,0,0,153
"473","T2","Kup","K04","K04_12",2017-07-23,40,153,0,0,0,148
"487","T3","Kup","K04","K04_16",2017-06-13,0,350,0,0,0,350
"488","T3","Kup","K04","K04_16",2017-06-14,1,350,0,0,0,350
"489","T3","Kup","K04","K04_16",2017-06-15,2,350,0,0,0,349
"490","T3","Kup","K04","K04_16",2017-06-16,3,349,0,0,0,348
"491","T3","Kup","K04","K04_16",2017-06-17,4,348,0,0,0,342
"497","T3","Kup","K04","K04_16",2017-06-23,10,257,235,235,91.4396887159533,257
"498","T3","Kup","K04","K04_16",2017-06-25,12,257,216,0,84.0466926070039,221
"499","T3","Kup","K04","K04_16",2017-06-26,13,221,216,0,97.737556561086,220
"500","T3","Kup","K04","K04_16",2017-06-27,14,220,199,0,90.4545454545455,218
"501","T3","Kup","K04","K04_16",2017-06-28,15,218,199,0,91.2844036697248,217
"502","T3","Kup","K04","K04_16",2017-06-29,16,217,196,0,90.3225806451613,213
"503","T3","Kup","K04","K04_16",2017-06-30,17,213,181,0,84.9765258215963,206
"504","T3","Kup","K04","K04_16",2017-07-01,18,206,173,0,83.9805825242718,188
"505","T3","Kup","K04","K04_16",2017-07-02,19,188,160,0,85.1063829787234,175
"506","T3","Kup","K04","K04_16",2017-07-03,20,175,133,0,76,148
"507","T3","Kup","K04","K04_16",2017-07-04,21,148,129,0,87.1621621621622,144
"508","T3","Kup","K04","K04_16",2017-07-05,22,144,0,0,0,137
"509","T3","Kup","K04","K04_16",2017-07-06,23,137,0,0,0,134
"510","T3","Kup","K04","K04_16",2017-07-07,24,134,0,0,0,124
"511","T3","Kup","K04","K04_16",2017-07-08,25,124,0,0,0,98
"512","T3","Kup","K04","K04_16",2017-07-09,26,98,0,0,0,61
"514","T3","Kup","K04","K04_16",2017-07-11,28,58,31,0,53.448275862069,57
"515","T3","Kup","K04","K04_16",2017-07-12,29,57,32,0,56.140350877193,42
"516","T3","Kup","K04","K04_16",2017-07-13,30,42,26,0,61.9047619047619,36
"517","T3","Kup","K04","K04_16",2017-07-14,31,36,26,0,72.2222222222222,36
"518","T3","Kup","K04","K04_16",2017-07-15,32,36,0,0,0,35
"519","T3","Kup","K04","K04_16",2017-07-16,33,35,0,0,0,33
"520","T3","Kup","K04","K04_16",2017-07-17,34,33,0,0,0,33
"521","T3","Kup","K04","K04_16",2017-07-18,35,33,0,0,0,32
"522","T3","Kup","K04","K04_16",2017-07-19,36,32,0,0,0,29
"523","T3","Kup","K04","K04_16",2017-07-20,37,29,0,0,0,29
"524","T3","Kup","K04","K04_16",2017-07-21,38,29,0,0,0,29
"525","T3","Kup","K04","K04_16",2017-07-22,39,29,0,0,0,29
"526","T3","Kup","K04","K04_16",2017-07-23,40,29,4,0,13.7931034482759,27
"540","T1","Kup","K05","K05_08",2017-06-13,0,350,0,0,0,350
"541","T1","Kup","K05","K05_08",2017-06-14,1,350,0,0,0,347
"542","T1","Kup","K05","K05_08",2017-06-15,2,347,0,0,0,346
"543","T1","Kup","K05","K05_08",2017-06-16,3,346,0,0,0,345
"544","T1","Kup","K05","K05_08",2017-06-17,4,345,0,0,0,345
