"","HG.checked","TreatmentTemp.C","TreatmentTank","Aquarium","Chamber.num","Location","Family","ID","Fertilization Date","Date","days.post.fert","FertilizationDate.hrs","Date.Time","days.hrs.post.fert","Initial.num.indiv(calc)","indiv.dead","fry.dead","eggs.dead","indiv.sampled","hatch.sampled","swim.sampled","dead.sampled","lost.fish","eyed","eye.sampled","%subsample.eyed","num.fry","% hatched","num.hatchlings","num.swimup","# eggs remaining","# organisms remaining","num.remaining (calc)","image.taken","Comments","General Notes","AP data recording notes"
"373","x",16,"T3","A2",5,"Kup","K05","K05_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,322,8,0,8,NA,NA,NA,NA,NA,3,4,75,0,0,0,0,NA,NA,314,NA,NA,NA,NA
"374","x",16,"T3","A2",6,"Kup","K06","K06_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,57,11,0,11,NA,NA,NA,NA,NA,6,19,31.5789473684211,0,0,0,0,NA,NA,46,NA,NA,NA,NA
"375","x",16,"T3","A2",7,"Kup","K07","K07_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,327,2,0,2,NA,NA,NA,NA,NA,10,11,90.9090909090909,0,0,0,0,NA,NA,325,NA,NA,NA,NA
"376","x",16,"T3","A2",8,"Kup","K08","K08_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,320,8,0,8,NA,NA,NA,NA,NA,6,6,100,0,0,0,0,NA,NA,312,NA,NA,NA,NA
"377","x",16,"T3","A3",9,"Kup","K09","K09_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,307,5,0,5,NA,NA,NA,NA,NA,4,4,100,0,0,0,0,NA,NA,302,NA,"Fungus observed in 16 degrees C bath Aq 3",NA,NA
"378","x",16,"T3","A3",10,"Kup","K10","K10_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,74,8,0,8,NA,NA,NA,NA,NA,3,3,100,0,0,0,0,NA,NA,66,NA,"Fungus observed in 16 degrees C bath Aq 3",NA,NA
"379","x",16,"T3","A3",11,"Kup","K11","K11_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,325,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,325,NA,"Fungus observed in 16 degrees C bath Aq 3",NA,NA
"380","x",16,"T3","A3",12,"Kup","K12","K12_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,298,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,298,NA,"Fungus observed in 16 degrees C bath Aq 3",NA,NA
"381","x",16,"T3","A4",13,"Kup","K13","K13_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,231,5,0,5,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,226,NA,NA,NA,NA
"382","x",16,"T3","A4",14,"Kup","K14","K14_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,324,2,0,2,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,322,NA,NA,NA,NA
"383","x",16,"T3","A4",15,"Kup","K15","K15_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,309,4,0,4,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,305,NA,NA,NA,NA
"384","x",16,"T3","A4",16,"Kup","K16","K16_16",2017-06-13,2017-06-20,7,2017-06-13 16:00:00,2017-06-20,6.33333333333576,313,8,0,8,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,305,NA,NA,NA,NA
"385","x",8,"T1","A1",1,"Kup","K01","K01_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,336,2,0,2,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,334,NA,"*Incinerated all remaining oxZev eggs today to reduce fungal infection risk. Eggs were not developing*","No eyes in any tanks",NA
"386","x",8,"T1","A1",2,"Kup","K02","K02_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,329,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,328,NA,NA,NA,NA
"387","x",8,"T1","A1",3,"Kup","K03","K03_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,340,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,340,NA,NA,NA,NA
"388","x",8,"T1","A1",4,"Kup","K04","K04_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,340,4,0,4,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,336,NA,NA,NA,NA
"389","x",8,"T1","A2",5,"Kup","K05","K05_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,342,3,0,3,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,339,NA,NA,NA,NA
"390","x",8,"T1","A2",6,"Kup","K06","K06_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,85,5,0,5,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,80,NA,NA,NA,NA
"391","x",8,"T1","A2",7,"Kup","K07","K07_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,342,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,341,NA,NA,NA,NA
"392","x",8,"T1","A2",8,"Kup","K08","K08_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,342,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,342,NA,NA,NA,NA
"393","x",8,"T1","A3",9,"Kup","K09","K09_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,342,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,342,NA,NA,NA,NA
"394","x",8,"T1","A3",10,"Kup","K10","K10_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,331,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,330,NA,NA,NA,NA
"395","x",8,"T1","A3",11,"Kup","K11","K11_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,338,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"396","x",8,"T1","A3",12,"Kup","K12","K12_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,336,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"397","x",8,"T1","A4",13,"Kup","K13","K13_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,333,3,0,3,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,330,NA,NA,NA,NA
"398","x",8,"T1","A4",14,"Kup","K14","K14_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,338,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"399","x",8,"T1","A4",15,"Kup","K15","K15_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,349,3,0,3,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,346,NA,NA,NA,NA
"400","x",8,"T1","A4",16,"Kup","K16","K16_8",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,337,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,336,NA,"Bubbler wasn't working - fixed it",NA,NA
"401","x",12,"T2","A1",1,"Kup","K01","K01_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,332,3,0,3,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,329,NA,NA,NA,NA
"402","x",12,"T2","A1",2,"Kup","K02","K02_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,329,3,0,3,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,326,NA,NA,NA,NA
"403","x",12,"T2","A1",3,"Kup","K03","K03_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,336,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"404","x",12,"T2","A1",4,"Kup","K04","K04_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,325,3,0,3,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,322,NA,NA,NA,NA
"405","x",12,"T2","A2",5,"Kup","K05","K05_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,313,6,0,6,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,307,NA,NA,NA,NA
"406","x",12,"T2","A2",6,"Kup","K06","K06_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,119,6,0,6,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,113,NA,NA,NA,NA
"407","x",12,"T2","A2",7,"Kup","K07","K07_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,337,0,0,0,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"408","x",12,"T2","A2",8,"Kup","K08","K08_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,336,1,0,1,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"409","x",12,"T2","A3",9,"Kup","K09","K09_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,341,0,0,0,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,341,NA,NA,NA,NA
"410","x",12,"T2","A3",10,"Kup","K10","K10_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,328,4,0,4,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,324,NA,NA,NA,NA
"411","x",12,"T2","A3",11,"Kup","K11","K11_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,337,1,0,1,NA,NA,NA,NA,NA,6,10,60,0,0,0,0,NA,NA,336,NA,NA,NA,NA
"412","x",12,"T2","A3",12,"Kup","K12","K12_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,341,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,341,NA,NA,NA,NA
"413","x",12,"T2","A4",13,"Kup","K13","K13_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,324,6,0,6,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,318,NA,NA,NA,NA
"414","x",12,"T2","A4",14,"Kup","K14","K14_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,341,2,0,2,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,339,NA,NA,NA,NA
"415","x",12,"T2","A4",15,"Kup","K15","K15_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,337,0,0,0,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"416","x",12,"T2","A4",16,"Kup","K16","K16_12",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,320,5,0,5,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,315,NA,NA,NA,NA
"417","x",16,"T3","A1",1,"Kup","K01","K01_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,201,16,0,16,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,185,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"418","x",16,"T3","A1",2,"Kup","K02","K02_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,268,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,57,21.7557251908397,57,0,NA,NA,262,NA,"eyes look cloudy - dead?Not moving or about to hatch; also, hatched are not moving",NA,"6/21 - T3 K2 - initial spreadsheet: 0 hatchlings; data binder: 57 hatchlings; lifestage master: 57 hatchlings/ 6/21 - T3 K2 - “morts:5, 1 dead hatched” -- dead hatched counted in addition to 5 dead eggs (total morts recorded as 6 not 5)"
"419","x",16,"T3","A1",3,"Kup","K03","K03_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,328,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,3.35365853658537,11,0,NA,NA,328,NA,"hatched not moving",NA,NA
"420","x",16,"T3","A1",4,"Kup","K04","K04_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,299,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,97,33.2191780821918,97,0,NA,NA,292,"yes, HG2022: unable to locate image",NA,NA,NA
"421","x",16,"T3","A2",5,"Kup","K05","K05_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,314,29,0,29,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,285,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"422","x",16,"T3","A2",6,"Kup","K06","K06_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,46,3,0,3,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,43,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"423","x",16,"T3","A2",7,"Kup","K07","K07_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,325,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,216,67.2897196261682,216,0,NA,NA,321,"yes, HG2022: unable to locate image",NA,NA,NA
"424","x",16,"T3","A2",8,"Kup","K08","K08_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,312,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,78,25.3246753246753,78,0,NA,NA,308,NA,NA,NA,NA
"425","x",16,"T3","A3",9,"Kup","K09","K09_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,302,7,0,7,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,295,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"426","x",16,"T3","A3",10,"Kup","K10","K10_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,66,24,0,24,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,42,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"427","x",16,"T3","A3",11,"Kup","K11","K11_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,325,21,0,21,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,304,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"428","x",16,"T3","A3",12,"Kup","K12","K12_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,298,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,297,NA,"eyes look cloudy - dead?Not moving or about to hatch.",NA,NA
"429","x",16,"T3","A4",13,"Kup","K13","K13_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,226,5,0,5,NA,NA,NA,NA,NA,4,10,40,0,0,0,0,NA,NA,221,NA,"had two fuzzy (fungus) eggs, eggs look cloudy and embryos are not moving",NA,NA
"430","x",16,"T3","A4",14,"Kup","K14","K14_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,322,11,0,11,NA,NA,NA,NA,NA,6,10,60,0,0,0,0,NA,NA,311,NA,"had two fuzzy (fungus) clumps with an egg in the middle, eggs look cloudy and embryos are not moving",NA,NA
"431","x",16,"T3","A4",15,"Kup","K15","K15_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,305,12,0,12,NA,NA,NA,NA,NA,5,10,50,0,0,0,0,NA,NA,293,NA,NA,NA,NA
"432","x",16,"T3","A4",16,"Kup","K16","K16_16",2017-06-13,2017-06-21,8,2017-06-13 16:00:00,2017-06-21,7.33333333333576,305,5,0,5,NA,NA,NA,NA,NA,3,10,30,7,2.33333333333333,7,0,NA,NA,300,NA,NA,NA,NA
"433",NA,8,"T1","A1",1,"Kup","K01","K01_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,334,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,334,NA,NA,NA,NA
"434",NA,8,"T1","A1",2,"Kup","K02","K02_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,328,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,328,NA,NA,NA,NA
"435",NA,8,"T1","A1",3,"Kup","K03","K03_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,340,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,340,NA,NA,NA,NA
"436",NA,8,"T1","A1",4,"Kup","K04","K04_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,336,2,0,2,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,334,NA,NA,NA,NA
"437",NA,8,"T1","A2",5,"Kup","K05","K05_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,339,2,0,2,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"438",NA,8,"T1","A2",6,"Kup","K06","K06_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,80,14,0,14,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,66,NA,NA,NA,NA
"439",NA,8,"T1","A2",7,"Kup","K07","K07_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,341,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,341,NA,NA,NA,NA
"440",NA,8,"T1","A2",8,"Kup","K08","K08_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,342,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,342,NA,NA,NA,NA
"441",NA,8,"T1","A3",9,"Kup","K09","K09_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,342,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,342,NA,NA,NA,NA
"442",NA,8,"T1","A3",10,"Kup","K10","K10_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,330,2,0,2,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,328,NA,NA,NA,NA
"443",NA,8,"T1","A3",11,"Kup","K11","K11_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,337,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,337,NA,NA,NA,NA
"444",NA,8,"T1","A3",12,"Kup","K12","K12_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,335,3,0,3,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,332,NA,NA,NA,NA
"445",NA,8,"T1","A4",13,"Kup","K13","K13_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,330,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,329,NA,NA,NA,NA
"446",NA,8,"T1","A4",14,"Kup","K14","K14_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,337,3,0,3,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,334,NA,NA,NA,NA
"447",NA,8,"T1","A4",15,"Kup","K15","K15_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,346,1,0,1,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,345,NA,NA,NA,NA
"448",NA,8,"T1","A4",16,"Kup","K16","K16_8",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,336,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,NA,NA,336,NA,NA,NA,NA
"449",NA,12,"T2","A1",1,"Kup","K01","K01_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,329,0,0,0,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,329,NA,NA,NA,NA
"450",NA,12,"T2","A1",2,"Kup","K02","K02_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,326,4,0,4,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,322,NA,NA,NA,NA
"451",NA,12,"T2","A1",3,"Kup","K03","K03_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,335,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"452",NA,12,"T2","A1",4,"Kup","K04","K04_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,322,3,0,3,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,319,NA,NA,NA,NA
"453",NA,12,"T2","A2",5,"Kup","K05","K05_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,307,1,0,1,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,306,NA,NA,NA,NA
"454",NA,12,"T2","A2",6,"Kup","K06","K06_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,113,4,0,4,NA,NA,NA,NA,NA,7,10,70,0,0,0,0,NA,NA,109,NA,NA,NA,NA
"455",NA,12,"T2","A2",7,"Kup","K07","K07_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,337,2,0,2,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"456",NA,12,"T2","A2",8,"Kup","K08","K08_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,335,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"457",NA,12,"T2","A3",9,"Kup","K09","K09_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,341,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,340,NA,NA,NA,NA
"458",NA,12,"T2","A3",10,"Kup","K10","K10_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,324,4,0,4,NA,NA,NA,NA,NA,8,10,80,0,0,0,0,NA,NA,320,NA,NA,NA,NA
"459",NA,12,"T2","A3",11,"Kup","K11","K11_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,336,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,335,NA,NA,NA,NA
"460",NA,12,"T2","A3",12,"Kup","K12","K12_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,341,0,0,0,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,341,NA,NA,NA,NA
"461",NA,12,"T2","A4",13,"Kup","K13","K13_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,318,1,0,1,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,317,NA,NA,NA,NA
"462",NA,12,"T2","A4",14,"Kup","K14","K14_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,339,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,338,NA,NA,NA,NA
"463",NA,12,"T2","A4",15,"Kup","K15","K15_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,337,4,0,4,NA,NA,NA,NA,NA,9,10,90,0,0,0,0,NA,NA,333,NA,NA,NA,NA
"464",NA,12,"T2","A4",16,"Kup","K16","K16_12",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,315,1,0,1,NA,NA,NA,NA,NA,10,10,100,0,0,0,0,NA,NA,314,NA,NA,NA,NA
"465",NA,16,"T3","A1",1,"Kup","K01","K01_16",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,185,21,0,21,NA,NA,NA,NA,NA,NA,NA,NA,3,1.82926829268293,3,0,NA,NA,164,NA,NA,NA,NA
"466",NA,16,"T3","A1",2,"Kup","K02","K02_16",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,262,5,0,5,NA,20,NA,NA,NA,NA,NA,NA,77,32.4894514767932,77,0,NA,NA,237,"yes","Many hatchlings aren't moving","Sampling occurred after hatchling counts, hatchling samples collected and preserved in ethanol","photo count = 43 - many hatchlings not visible in photo. used headlamp to illuminate cell while photographing vs. visual count = 77 most accurate"
"467",NA,16,"T3","A1",3,"Kup","K03","K03_16",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,328,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,14,4.375,14,0,NA,NA,320,NA,"Most hatchlings aren't moving in this chamber","Sampling occurred after hatchling counts, hatchling samples collected and preserved in ethanol",NA
"468",NA,16,"T3","A1",4,"Kup","K04","K04_16",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,292,0,0,0,NA,40,NA,NA,NA,NA,NA,NA,185,73.4126984126984,185,0,NA,NA,252,"yes",NA,"Sampling occurred after hatchling counts, hatchling samples collected and preserved in ethanol","6/22 - T3 K4 - Data binder: 185 hatched; 2 different images - one says 185, one says 157; lifestage master: 185 hatchlings"
"469",NA,16,"T3","A2",5,"Kup","K05","K05_16",2017-06-13,2017-06-22,9,2017-06-13 16:00:00,2017-06-22,8.33333333333576,285,7,0,7,NA,20,NA,NA,NA,NA,NA,NA,19,7.36434108527132,19,0,NA,NA,258,NA,"May have spilled a couple of sample hatchlings from 3.5 outside the chambers","Sampling occurred after hatchling counts, hatchling samples collected and preserved in ethanol",NA
