date,Treatment,fam.for.sorting,indiv.1to15,disposition,experiment,,checked.HG,,,
8/7/17,T1,WK3,1,live,respiration,,,,,
8/7/17,T1,WK4,2,live,respiration,,,,,
8/7/17,T1,WK5,1,live,respiration,,,,,
8/7/17,T1,WO2,2,live,respiration,,,,,
8/7/17,T1,WO3,3,live,respiration,,,,,
8/7/17,T1,WO4,1,live,respiration,,,,,
8/7/17,T1,WOZ5,1,live,respiration,,,,,
8/7/17,T2,K01,1,live,respiration,,,,,
8/7/17,T2,K03,1,live,respiration,,,,,
8/7/17,T2,K05,2,live,respiration,,,,,
8/7/17,T2,K07,1,live,respiration,,,,,
8/7/17,T2,K08,1,live,respiration,,,,,
8/7/17,T2,K09,1,live,respiration,,,,,
8/7/17,T2,K11,1,live,respiration,,,,,
8/7/17,T2,K15,1,live,respiration,,,,,
8/7/17,T2,O02,2,live,respiration,,,,,
8/7/17,T2,O04,3,live,respiration,,,,,
8/7/17,T2,O06,4,live,respiration,,,,,
8/7/17,T2,WK2,1,live,respiration,,,,,
8/7/17,T2,WO1,1,live,respiration,,,,,
8/7/17,T2,WO3,1,live,respiration,,,,,
8/7/17,T2,WO4,1,live,respiration,,,,,
8/7/17,T3,K05,1,live,respiration,,,,,
8/7/17,T3,O06,1,live,respiration,,,,,
8/7/17,T3,WO4,1,live,respiration,,,,,
8/8/17,T1,K01,1,live,respiration,,,,,
8/8/17,T1,K02,4,live,respiration,,,,,
8/8/17,T1,K03,3,live,respiration,,,,,
8/8/17,T1,K08,4,live,respiration,,,,,
8/8/17,T1,K09,1,live,respiration,,,,,
8/8/17,T1,K10,2,live,respiration,,,,,
8/8/17,T1,K11,4,live,respiration,,,,,
8/8/17,T1,K12,2,live,respiration,,,,,
8/8/17,T1,K16,3,live,respiration,,,,,
8/8/17,T1,O01,3,live,respiration,,,,,
8/8/17,T1,O02,4,live,respiration,,,,,
8/8/17,T1,O04,7,live,respiration,,,,,
8/8/17,T1,O05,4,live,respiration,,,,,
8/8/17,T1,O06,2,live,respiration,,,,,
8/8/17,T1,WK3,2,live,respiration,,,,,
8/8/17,T1,WK5,1,live,respiration,,,,,
8/8/17,T1,WO1,1,live,respiration,,,,,
8/8/17,T1,WO5,1,live,respiration,,,,,
8/8/17,T2,K09,1,live,respiration,,,,,
8/8/17,T2,O02,2,live,respiration,,,,,
8/8/17,T2,O05,1,live,respiration,,,,,
8/8/17,T2,WO3,1,live,respiration,,,,,
8/8/17,T3,K05,1,live,respiration,,,,,
8/8/17,T3,O06,1,live,respiration,,,,,
8/9/17,T1,WOZ1,1,live,respiration,,,,,
8/9/17,T1,WOZ2,1,live,respiration,,,,,
8/9/17,T1,WOZ3,2,live,respiration,,,,,
8/9/17,T1,WOZ4,1,live,respiration,,,,,
8/9/17,T2,O05,1,live,respiration,,,,,
8/9/17,T2,WK2,1,live,respiration,,,,,
8/9/17,T2,WK4,1,live,respiration,,,,,
8/9/17,T2,WO4,1,live,respiration,,,,,
8/9/17,T2,WO5,1,live,respiration,,,,,
8/9/17,T2,WOZ3,2,live,respiration,,,,,
8/9/17,T2,WOZ4,1,live,respiration,,,,,
8/9/17,T3,K04,1,live,respiration,,,,,
8/9/17,T3,K05,4,live,respiration,,,,,
8/9/17,T3,O02,1,live,respiration,,,,,
8/9/17,T3,O06,4,live,respiration,,,,,
8/9/17,T3,WK4,2,live,respiration,,,,,
8/9/17,T3,WK5,2,live,respiration,,,,,
8/9/17,T3,WO1,1,live,respiration,,,,,
8/9/17,T3,WO3,1,live,respiration,,,,,
8/9/17,T3,WOZ4,3,live,respiration,,,,,
8/10/17,T1,K01,2,live,respiration,,,,,
8/10/17,T1,K02,1,live,respiration,,,,,
8/10/17,T1,K03,1,live,respiration,,,,,
8/10/17,T1,K08,2,live,respiration,,,,,
8/10/17,T1,K09,2,live,respiration,,,,,
8/10/17,T1,K16,2,live,respiration,,,,,
8/10/17,T1,O01,1,live,respiration,,,,,
8/10/17,T1,WO5,1,live,respiration,,,,,
8/10/17,T2,O05,1,live,respiration,,,,,
8/10/17,T2,WK2,2,live,respiration,,,,,
8/10/17,T2,WO2,1,live,respiration,,,,,
8/10/17,T2,WOZ1,2,live,respiration,,,,,
8/10/17,T2,WOZ3,3,live,respiration,,,,,
8/10/17,T2,WOZ4,1,live,respiration,,,,,
8/10/17,T3,K05,1,live,respiration,,,,,
8/10/17,T3,K07,1,live,respiration,,,,,
8/10/17,T3,O02,1,live,respiration,,,,,
8/10/17,T3,WK1,1,live,respiration,,,,,
8/10/17,T3,WK3,2,live,respiration,,,,,
8/10/17,T3,WK5,1,live,respiration,,,,,
8/10/17,T3,WO1,1,live,respiration,,,,,
8/10/17,T3,WO3,1,live,respiration,,,,,
8/10/17,T3,WO5,1,live,respiration,,,,,
8/10/17,T3,WOZ2,1,live,respiration,,,,,
8/10/17,T3,WOZ3,2,live,respiration,,,,,
7/8/18,T1,WOZ2,5,live,growth,,,,,
7/8/18,T1,WOZ5,2,live,growth,,,,,
NA,T1,K01,12,ethanol,hatch,,,,,
NA,T1,K01,10,ethanol,swimup,,,,,
NA,T1,K02,10,ethanol,hatch,,,,,
NA,T1,K02,10,ethanol,swimup,,,,,
NA,T1,K03,10,ethanol,hatch,,,,,
NA,T1,K03,11,ethanol,swimup,,,,,
NA,T1,K04,10,ethanol,hatch,,,,,
NA,T1,K05,9,ethanol,hatch,,,,,
NA,T1,K05,10,ethanol,swimup,,,,,
NA,T1,K06,3,ethanol,hatch,,,,,
NA,T1,K07,11,ethanol,hatch,,,,,
NA,T1,K07,11,ethanol,swimup,,,,,
NA,T1,K08,10,ethanol,hatch,,,,,
NA,T1,K08,10,ethanol,swimup,,,,,
NA,T1,K09,10,ethanol,hatch,,,,,
NA,T1,K09,10,ethanol,swimup,,,,,
NA,T1,K10,10,ethanol,hatch,,,,,
NA,T1,K10,10,ethanol,swimup,,,,,
NA,T1,K11,10,ethanol,hatch,,,,,
NA,T1,K11,10,ethanol,swimup,,,,,
NA,T1,K12,10,ethanol,hatch,,,,,
NA,T1,K12,10,ethanol,swimup,,,,,
NA,T1,K13,10,ethanol,hatch,,,,,
NA,T1,K13,10,ethanol,swimup,,,,,
NA,T1,K14,10,ethanol,hatch,,,,,
NA,T1,K14,10,ethanol,swimup,,,,,
NA,T1,K15,10,ethanol,hatch,,,,,
NA,T1,K15,9,ethanol,swimup,,,,,
NA,T1,K16,10,ethanol,hatch,,,,,
NA,T1,K16,10,ethanol,swimup,,,,,
NA,T1,O01,10,ethanol,hatch,,,,,
NA,T1,O01,10,ethanol,swimup,,,,,
NA,T1,O02,10,ethanol,hatch,,,,,
NA,T1,O02,10,ethanol,swimup,,,,,
NA,T1,O04,10,ethanol,hatch,,,,,
NA,T1,O04,1,ethanol,swimup,,,,,
NA,T1,O05,6,live,hatch,,,,,
NA,T1,O06,9,ethanol,hatch,,,,,
NA,T2,K01,10,dried.ethanol,hatch,,,,,
NA,T2,K01,10,ethanol,swimup,,,,,
NA,T2,K02,10,ethanol,hatch,,,,,
NA,T2,K02,10,ethanol,swimup,,,,,
NA,T2,K03,10,ethanol,hatch,,,,,
NA,T2,K03,10,ethanol,swimup,,,,,
NA,T2,K04,10,ethanol,hatch,,,,,
NA,T2,K04,10,ethanol,swimup,,,,,
NA,T2,K05,10,ethanol,hatch,,,,,
NA,T2,K05,10,ethanol,swimup,,,,,
NA,T2,K06,14,ethanol,hatch,,,,,
NA,T2,K06,5,ethanol,swimup,,,,,
NA,T2,K07,10,ethanol,hatch,,,,,
NA,T2,K07,10,ethanol,swimup,,,,,
NA,T2,K08,10,ethanol,hatch,,,,,
NA,T2,K08,20,ethanol,swimup,,,,,
NA,T2,K09,20,ethanol,hatch,,,,,
NA,T2,K09,10,ethanol,swimup,,,,,
NA,T2,K10,10,ethanol,hatch,,,,,
NA,T2,K10,10,ethanol,swimup,,,,,
NA,T2,K11,10,ethanol,hatch,,,,,
NA,T2,K11,10,ethanol,swimup,,,,,
NA,T2,K12,10,ethanol,hatch,,,,,
NA,T2,K12,10,ethanol,swimup,,,,,
NA,T2,K13,10,ethanol,hatch,,,,,
NA,T2,K13,10,ethanol,swimup,,,,,
NA,T2,K14,10,ethanol,hatch,,,,,
NA,T2,K14,10,ethanol,swimup,,,,,
NA,T2,K15,10,ethanol,hatch,,,,,
NA,T2,K15,10,ethanol,swimup,,,,,
NA,T2,K16,10,ethanol,hatch,,,,,
NA,T2,K16,10,ethanol,swimup,,,,,
NA,T2,O01,11,ethanol,hatch,,,,,
NA,T2,O01,10,ethanol,swimup,,,,,
NA,T2,O02,10,dried.ethanol,hatch,,,,,
NA,T2,O02,10,ethanol,hatch,,,,,
NA,T2,O05,1,dried.ethanol,hatch,,,,,
NA,T2,O05,5,ethanol,hatch,,,,,
NA,T2,O06,10,ethanol,hatch,,,,,
NA,T2,O06,10,ethanol,swimup,,,,,
,,,,,,,,,,
,,,,,,,6/21/17,6/22/17,6/23/17,6/24/17
K01_16,T3,K01,7,ethanol,hatch,,,,7,
K02_16,T3,K02,,,,,20,,,
K03_16,T3,K03,10,ethanol,hatch,,8,,2,
K04_16,T3,K04,40,ethanol,hatch,"n = 20, other 20 are duplicates",20,,,
K05_16,T3,K05,20,ethanol,hatch,,20,,,
K06_16,T3,K06,2,ethanol,hatch,,1,,,
K07_16,T3,K07,20,ethanol,hatch,,20,,,
K08_16,T3,K08,20,ethanol,hatch,,20,,,
K09_16,,,,,,,,,,
K10_16,,,,,,,,,,
K11_16,,,,,,,,,,
K12_16,,,,,,,,,,
K13_16,,,,,,,,,,
K14_16,,,,,,,,,,
K15_16,T3,K15,2,ethanol,hatch,,,,,
K16_16,T3,K16,10,ethanol,hatch,,10,,,
O1_16,T3,O01,10,ethanol,hatch,,,,,
O2_16,T3,O02,10,ethanol,hatch,,,,,
O4_16,,,,,,,,,,
O6_16,,,,,,,,,,
,,,,,,,,,,
K01_16,,,,,,,,,,
K02_16,T3,K02,5,ethanol,swimup,,,,,
K03_16,T3,K03,1,ethanol,swimup,,,,,
K04_16,T3,K04,10,ethanol,swimup,,,,,
K05_16,T3,K05,10,ethanol,swimup,,,,,
K06_16,,,,,,,,,,
K07_16,T3,K07,10,ethanol,swimup,,,,,
K08_16,T3,K08,11,ethanol,swimup,,,,,
K09_16,,,,,,,,,,
K10_16,,,,,,,,,,
K11_16,,,,,,,,,,
K12_16,,,,,,,,,,
K13_16,,,,,,,,,,
K14_16,,,,,,,,,,
K15_16,,,,,,,,,,
K16_16,T3,K16,10,ethanol,swimup,,,,,
O1_16,T3,O01,10,ethanol,swimup,,,,,
O2_16,T3,O02,10,ethanol,swimup,,,,,
O4_16,,,,,,,,,,
O6_16,T3,O06,10,ethanol,swimup,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
