"","location","alt.dpf","Treatment","family","indiv.1to15","adj_Length"
"742","Kup",40,"T1","K15",2,"14.832"
"743","Kup",40,"T1","K15",3,"15.114"
"744","Kup",40,"T1","K15",4,"15.49"
"745","Kup",40,"T1","K15",5,"13.91"
"746","Kup",40,"T1","K15",6,"16.484"
"747","Kup",40,"T1","K15",7,"16.484"
"748","Kup",40,"T1","K15",8,"14.925"
"749","Kup",40,"T1","K15",9,"16.246"
"750","Kup",40,"T1","K15",10,"14.752"
"813","Kup",25,"T1","K16",1,"11.182"
"814","Kup",25,"T1","K16",2,"11.779"
"815","Kup",25,"T1","K16",3,"10.917"
"816","Kup",25,"T1","K16",4,"11.379"
"817","Kup",25,"T1","K16",5,"11.335"
"818","Kup",30,"T1","K16",1,"12.741"
"819","Kup",30,"T1","K16",2,"11.726"
"820","Kup",30,"T1","K16",3,"12.701"
"821","Kup",30,"T1","K16",4,"12.715"
"822","Kup",30,"T1","K16",5,"12.322"
"823","Kup",30,"T1","K16",6,"11.533"
"824","Kup",30,"T1","K16",7,"12.574"
"825","Kup",30,"T1","K16",8,"12.533"
"826","Kup",30,"T1","K16",9,"11.976"
"827","Kup",30,"T1","K16",10,"12.565"
"828","Kup",35,"T1","K16",1,"13.543"
"829","Kup",35,"T1","K16",2,"13.611"
"830","Kup",35,"T1","K16",3,"13.723"
"831","Kup",35,"T1","K16",4,"14.148"
"832","Kup",35,"T1","K16",5,"13.562"
"833","Kup",35,"T1","K16",6,"13.497"
"834","Kup",35,"T1","K16",7,"13.34"
"835","Kup",40,"T1","K16",1,"16.443"
"836","Kup",40,"T1","K16",2,"14.669"
"837","Kup",40,"T1","K16",3,"15.549"
"838","Kup",40,"T1","K16",4,"15.714"
"839","Kup",40,"T1","K16",5,"15.46"
"840","Kup",40,"T1","K16",6,"15.864"
"841","Kup",40,"T1","K16",7,"16.91"
"842","Kup",40,"T1","K16",8,"14.888"
"843","Kup",40,"T1","K16",9,"16.424"
"844","Kup",40,"T1","K16",10,"18.069"
"907","Kup",25,"T1","K2",1,"11.114"
"908","Kup",25,"T1","K2",2,"11.152"
"909","Kup",25,"T1","K2",3,"11.436"
"910","Kup",25,"T1","K2",4,"11.409"
"911","Kup",25,"T1","K2",5,"11.504"
"912","Kup",30,"T1","K2",1,"12.01"
"913","Kup",30,"T1","K2",2,"12.544"
"914","Kup",30,"T1","K2",3,"12.593"
"915","Kup",30,"T1","K2",4,"12.324"
"916","Kup",30,"T1","K2",5,"12.46"
"917","Kup",30,"T1","K2",6,"11.969"
"918","Kup",30,"T1","K2",7,"11.39"
"919","Kup",30,"T1","K2",8,"12.589"
"920","Kup",30,"T1","K2",9,"12.23"
"921","Kup",30,"T1","K2",10,"12.496"
"922","Kup",35,"T1","K2",1,"13.845"
"923","Kup",35,"T1","K2",2,"14.752"
"924","Kup",35,"T1","K2",3,"14.521"
"925","Kup",35,"T1","K2",4,"15.119"
"926","Kup",35,"T1","K2",5,"14.943"
"927","Kup",35,"T1","K2",6,"14.973"
"928","Kup",35,"T1","K2",7,"14.525"
"929","Kup",35,"T1","K2",8,"15.307"
"930","Kup",35,"T1","K2",9,"14.472"
"931","Kup",35,"T1","K2",10,"13.279"
"932","Kup",40,"T1","K2",1,"14.25"
"933","Kup",40,"T1","K2",2,"15.546"
"934","Kup",40,"T1","K2",3,"16.947"
"935","Kup",40,"T1","K2",4,"16.507"
"936","Kup",40,"T1","K2",5,"16.07"
"937","Kup",40,"T1","K2",6,"15.547"
"938","Kup",40,"T1","K2",7,"16.581"
"939","Kup",40,"T1","K2",8,"14.971"
"940","Kup",40,"T1","K2",9,"13.957"
"941","Kup",40,"T1","K2",10,"16.168"
"1007","Kup",25,"T1","K3",1,"13.31"
"1008","Kup",25,"T1","K3",2,"12.888"
"1009","Kup",25,"T1","K3",3,"11.696"
"1010","Kup",25,"T1","K3",4,"10.971"
"1011","Kup",25,"T1","K3",5,"12.297"
"1012","Kup",30,"T1","K3",1,"12.859"
"1013","Kup",30,"T1","K3",2,"13.253"
"1014","Kup",30,"T1","K3",3,"12.496"
"1015","Kup",30,"T1","K3",4,"13.439"
"1016","Kup",30,"T1","K3",5,"11.386"
"1017","Kup",30,"T1","K3",6,"13.448"
"1018","Kup",30,"T1","K3",7,"13.13"
"1019","Kup",30,"T1","K3",8,"13.456"
"1020","Kup",30,"T1","K3",9,"13.717"
"1021","Kup",30,"T1","K3",10,"12.298"
"1022","Kup",35,"T1","K3",1,"14.358"
"1023","Kup",35,"T1","K3",2,"13.965"
"1024","Kup",35,"T1","K3",3,"13.969"
"1025","Kup",35,"T1","K3",4,"14.168"
"1026","Kup",35,"T1","K3",5,"14.243"
"1027","Kup",35,"T1","K3",6,"14.213"
"1028","Kup",35,"T1","K3",7,"14.118"
"1029","Kup",35,"T1","K3",8,"14.422"
"1030","Kup",35,"T1","K3",9,"14.168"
"1031","Kup",35,"T1","K3",10,"13.894"
"1032","Kup",40,"T1","K3",1,"15.911"
"1033","Kup",40,"T1","K3",2,"17.189"
"1034","Kup",40,"T1","K3",3,"16.236"
"1035","Kup",40,"T1","K3",4,"16.614"
"1036","Kup",40,"T1","K3",5,"16.47"
"1037","Kup",40,"T1","K3",6,"15.978"
"1038","Kup",40,"T1","K3",7,"15.795"
"1039","Kup",40,"T1","K3",8,"15.145"
"1040","Kup",40,"T1","K3",9,"14.975"
"1041","Kup",40,"T1","K3",10,"15.352"
"1090","Kup",25,"T1","K4",1,"11.904"
"1091","Kup",25,"T1","K4",2,"12.034"
"1092","Kup",25,"T1","K4",3,"11.717"
"1093","Kup",25,"T1","K4",4,"11.785"
"1094","Kup",25,"T1","K4",5,"11.308"
"1095","Kup",30,"T1","K4",1,"13.213"
"1096","Kup",30,"T1","K4",2,"12.394"
"1097","Kup",30,"T1","K4",3,"12.309"
"1098","Kup",30,"T1","K4",4,"11.982"
"1099","Kup",30,"T1","K4",5,"12.644"
"1100","Kup",30,"T1","K4",6,"12.845"
"1101","Kup",30,"T1","K4",7,"12.497"
"1102","Kup",30,"T1","K4",8,"13.234"
"1103","Kup",30,"T1","K4",9,"11.959"
"1104","Kup",35,"T1","K4",1,"13.675"
"1105","Kup",35,"T1","K4",2,"13.573"
"1106","Kup",35,"T1","K4",3,"14.201"
"1107","Kup",35,"T1","K4",4,"14.119"
"1108","Kup",35,"T1","K4",5,"13.664"
"1109","Kup",35,"T1","K4",6,"13.849"
"1110","Kup",35,"T1","K4",7,"13.276"
"1111","Kup",35,"T1","K4",8,"13.912"
"1112","Kup",35,"T1","K4",9,"13.024"
"1113","Kup",35,"T1","K4",10,"13.798"
"1114","Kup",40,"T1","K4",1,"14.86"
"1115","Kup",40,"T1","K4",2,"15.078"
"1116","Kup",40,"T1","K4",3,"16.929"
"1117","Kup",40,"T1","K4",4,"15.177"
"1118","Kup",40,"T1","K4",5,"15.181"
"1119","Kup",40,"T1","K4",6,"15.513"
"1120","Kup",40,"T1","K4",7,"14.308"
"1121","Kup",40,"T1","K4",8,"14.442"
"1122","Kup",40,"T1","K4",9,"15.954"
"1123","Kup",40,"T1","K4",10,"15.468"
"1169","Kup",25,"T1","K5",1,"11.59"
"1170","Kup",25,"T1","K5",2,"12.147"
"1171","Kup",25,"T1","K5",3,"12.307"
"1172","Kup",25,"T1","K5",4,"12.187"
"1173","Kup",25,"T1","K5",5,"12.353"
"1174","Kup",30,"T1","K5",1,"13.31"
"1175","Kup",30,"T1","K5",2,"12.154"
"1176","Kup",30,"T1","K5",3,"13.46"
"1177","Kup",30,"T1","K5",4,"13.723"
"1178","Kup",30,"T1","K5",5,"13.362"
"1179","Kup",30,"T1","K5",6,"12.634"
"1180","Kup",30,"T1","K5",7,"13.046"
"1181","Kup",30,"T1","K5",8,"12.802"
"1182","Kup",30,"T1","K5",9,"12.919"
"1183","Kup",30,"T1","K5",10,"13.313"
"1184","Kup",35,"T1","K5",1,"13.966"
"1185","Kup",35,"T1","K5",2,"13.664"
"1186","Kup",35,"T1","K5",3,"13.157"
"1187","Kup",35,"T1","K5",4,"14.003"
"1188","Kup",35,"T1","K5",5,"13.769"
"1189","Kup",35,"T1","K5",6,"13.253"
"1190","Kup",35,"T1","K5",7,"13.936"
"1191","Kup",35,"T1","K5",8,"13.601"
"1192","Kup",35,"T1","K5",9,"13.468"
"1193","Kup",35,"T1","K5",10,"13.433"
"1194","Kup",40,"T1","K5",1,"15.986"
"1195","Kup",40,"T1","K5",2,"15.069"
"1196","Kup",40,"T1","K5",3,"14.605"
"1197","Kup",40,"T1","K5",4,"15.443"
"1198","Kup",40,"T1","K5",5,"15.548"
"1199","Kup",40,"T1","K5",6,"14.964"
"1200","Kup",40,"T1","K5",7,"14.423"
"1201","Kup",40,"T1","K5",8,"14.96"
"1202","Kup",40,"T1","K5",9,"14.236"
"1203","Kup",40,"T1","K5",10,"16.069"
"1225","Kup",25,"T1","K6",2,"9.74652"
"1226","Kup",25,"T1","K6",3,"8.05392"
"1230","Kup",30,"T1","K6",1,"11.48112"
"1231","Kup",30,"T1","K6",2,"12.12792"
"1232","Kup",30,"T1","K6",3,"12.4866"
"1233","Kup",30,"T1","K6",4,"11.9028"
"1234","Kup",30,"T1","K6",5,"12.24468"
"1235","Kup",35,"T1","K6",1,"12.9696"
"1236","Kup",35,"T1","K6",2,"12.8184"
"1237","Kup",35,"T1","K6",3,"13.2132"
"1238","Kup",35,"T1","K6",4,"13.5576"
"1239","Kup",35,"T1","K6",5,"12.8688"
"1240","Kup",40,"T1","K6",1,"12.71172"
"1241","Kup",40,"T1","K6",2,"14.38164"
"1242","Kup",40,"T1","K6",3,"14.3178"
"1243","Kup",40,"T1","K6",4,"13.41228"
"1244","Kup",40,"T1","K6",5,"14.63784"
"1301","Kup",25,"T1","K7",1,"11.34"
"1302","Kup",25,"T1","K7",2,"12.121"
"1303","Kup",25,"T1","K7",3,"11.79"
"1304","Kup",25,"T1","K7",4,"11.867"
"1305","Kup",25,"T1","K7",5,"11.373"
"1306","Kup",30,"T1","K7",1,"13.5"
"1307","Kup",30,"T1","K7",2,"13.712"
"1308","Kup",30,"T1","K7",3,"12.703"
"1309","Kup",30,"T1","K7",4,"13.911"
"1310","Kup",30,"T1","K7",5,"13.378"
"1311","Kup",30,"T1","K7",6,"12.675"
"1312","Kup",30,"T1","K7",7,"12.719"
"1313","Kup",30,"T1","K7",8,"13.548"
"1314","Kup",30,"T1","K7",9,"12.622"
"1315","Kup",30,"T1","K7",10,"13.022"
"1316","Kup",35,"T1","K7",1,"13.81"
"1317","Kup",35,"T1","K7",2,"14.184"
"1318","Kup",35,"T1","K7",3,"14.012"
"1319","Kup",35,"T1","K7",4,"13.617"
"1320","Kup",35,"T1","K7",5,"13.777"
"1321","Kup",35,"T1","K7",6,"13.78"
"1322","Kup",35,"T1","K7",7,"14.007"
"1323","Kup",35,"T1","K7",8,"13.784"
"1324","Kup",35,"T1","K7",9,"13.573"
"1325","Kup",35,"T1","K7",10,"13.238"
"1326","Kup",40,"T1","K7",1,"15.203"
"1327","Kup",40,"T1","K7",2,"15.357"
"1328","Kup",40,"T1","K7",3,"14.739"
"1329","Kup",40,"T1","K7",4,"14.674"
"1330","Kup",40,"T1","K7",5,"16.671"
"1331","Kup",40,"T1","K7",6,"14.725"
"1332","Kup",40,"T1","K7",7,"14.727"
"1333","Kup",40,"T1","K7",8,"15.16"
"1334","Kup",40,"T1","K7",9,"14.814"
"1335","Kup",40,"T1","K7",10,"15.432"
"1390","Kup",25,"T1","K8",1,"12.033"
"1391","Kup",25,"T1","K8",2,"12.176"
"1392","Kup",25,"T1","K8",3,"12.006"
"1393","Kup",30,"T1","K8",1,"13.159"
"1394","Kup",30,"T1","K8",2,"13.583"
"1395","Kup",30,"T1","K8",3,"13.205"
"1396","Kup",30,"T1","K8",4,"12.858"
"1397","Kup",30,"T1","K8",5,"12.091"
"1398","Kup",30,"T1","K8",6,"13.255"
"1399","Kup",30,"T1","K8",7,"14.502"
"1400","Kup",30,"T1","K8",8,"12.751"
"1401","Kup",30,"T1","K8",9,"12.698"
"1402","Kup",30,"T1","K8",10,"12.523"
"1403","Kup",35,"T1","K8",1,"15.084"
"1404","Kup",35,"T1","K8",2,"13.962"
"1405","Kup",35,"T1","K8",3,"15.483"
"1406","Kup",35,"T1","K8",4,"14.003"
"1407","Kup",35,"T1","K8",5,"14.802"
"1408","Kup",40,"T1","K8",1,"15.663"
"1409","Kup",40,"T1","K8",2,"16.692"
"1410","Kup",40,"T1","K8",3,"17.269"
"1411","Kup",40,"T1","K8",4,"16.314"
"1412","Kup",40,"T1","K8",5,"16.409"
"1413","Kup",40,"T1","K8",6,"15.14"
"1414","Kup",40,"T1","K8",7,"15.026"
"1415","Kup",40,"T1","K8",8,"16.407"
"1416","Kup",40,"T1","K8",9,"15.745"
"1417","Kup",40,"T1","K8",10,"15.811"
"1487","Kup",25,"T1","K9",1,"10.917"
"1488","Kup",25,"T1","K9",2,"10.665"
"1489","Kup",25,"T1","K9",3,"10.701"
"1490","Kup",25,"T1","K9",4,"10.5"
"1491","Kup",25,"T1","K9",5,"11.562"
"1492","Kup",35,"T1","K9",1,"12.479"
"1493","Kup",35,"T1","K9",2,"13.675"
"1494","Kup",35,"T1","K9",3,"11.907"
"1495","Kup",35,"T1","K9",4,"12.711"
"1496","Kup",35,"T1","K9",5,"13.617"
"1497","Kup",35,"T1","K9",6,"14.967"
"1498","Kup",35,"T1","K9",7,"11.762"
"1499","Kup",35,"T1","K9",8,"13.289"
"1500","Kup",35,"T1","K9",9,"12.9"
"1501","Kup",35,"T1","K9",10,"12.742"
"1502","Kup",40,"T1","K9",1,"14.28"
"1503","Kup",40,"T1","K9",2,"14.543"
"1504","Kup",40,"T1","K9",3,"13.905"
"1505","Kup",40,"T1","K9",4,"13.125"
"1506","Kup",40,"T1","K9",5,"12.348"
"1507","Kup",40,"T1","K9",6,"15.834"
"1508","Kup",40,"T1","K9",7,"13.141"
"1509","Kup",40,"T1","K9",8,"13.374"
"1510","Kup",40,"T1","K9",9,"12.501"
"1511","Kup",40,"T1","K9",10,"15.916"
"1634","Kup",25,"T2","K1",1,"15.78948"
"1635","Kup",25,"T2","K1",2,"14.44212"
"1636","Kup",25,"T2","K1",3,"16.67568"
"1637","Kup",25,"T2","K1",4,"16.15908"
"1638","Kup",25,"T2","K1",5,"16.28508"
"1639","Kup",30,"T2","K1",1,"17.219"
"1640","Kup",30,"T2","K1",2,"20.258"
"1641","Kup",30,"T2","K1",3,"15.866"
"1642","Kup",30,"T2","K1",4,"18.763"
"1643","Kup",30,"T2","K1",5,"17.913"
"1644","Kup",30,"T2","K1",6,"19.421"
"1645","Kup",30,"T2","K1",7,"19.122"
"1646","Kup",30,"T2","K1",8,"19.11"
"1647","Kup",30,"T2","K1",9,"18.639"
"1648","Kup",30,"T2","K1",10,"19.597"
"1649","Kup",40,"T2","K1",1,"22.919"
"1650","Kup",40,"T2","K1",2,"21.173"
"1651","Kup",40,"T2","K1",3,"20.745"
"1652","Kup",40,"T2","K1",4,"25.243"
"1653","Kup",40,"T2","K1",5,"23.493"
"1700","Kup",25,"T2","K10",1,"15.36948"
"1701","Kup",25,"T2","K10",2,"15.60972"
"1702","Kup",25,"T2","K10",3,"16.16748"
"1703","Kup",25,"T2","K10",4,"15.4938"
"1704","Kup",25,"T2","K10",5,"15.49044"
"1705","Kup",25,"T2","K10",6,"15.53244"
"1706","Kup",30,"T2","K10",1,"15.459"
"1707","Kup",30,"T2","K10",2,"16.37"
"1708","Kup",30,"T2","K10",3,"18.871"
"1709","Kup",30,"T2","K10",4,"16.833"
"1710","Kup",30,"T2","K10",5,"16.952"
"1711","Kup",30,"T2","K10",6,"17.512"
"1712","Kup",30,"T2","K10",7,"19.34"
"1713","Kup",30,"T2","K10",8,"17.708"
"1714","Kup",30,"T2","K10",9,"17.069"
"1715","Kup",35,"T2","K10",1,"16.1222709"
"1716","Kup",35,"T2","K10",2,"16.9688607"
"1717","Kup",35,"T2","K10",3,"13.7818979"
"1718","Kup",35,"T2","K10",4,"17.329633"
"1719","Kup",35,"T2","K10",5,"19.5390465"
"1720","Kup",40,"T2","K10",1,"18.94368"
"1721","Kup",40,"T2","K10",2,"20.64804"
"1722","Kup",40,"T2","K10",3,"22.3944"
"1723","Kup",40,"T2","K10",4,"21.77616"
"1724","Kup",40,"T2","K10",5,"18.17928"
"1779","Kup",25,"T2","K11",1,"14.51856"
"1780","Kup",25,"T2","K11",2,"13.81884"
"1781","Kup",25,"T2","K11",3,"16.1196"
"1782","Kup",25,"T2","K11",4,"13.20648"
"1783","Kup",25,"T2","K11",5,"14.35728"
"1784","Kup",30,"T2","K11",1,"17.32"
"1785","Kup",30,"T2","K11",2,"18.568"
"1786","Kup",30,"T2","K11",3,"15.741"
"1787","Kup",30,"T2","K11",4,"15.709"
"1788","Kup",30,"T2","K11",5,"18.11"
"1789","Kup",30,"T2","K11",6,"18.951"
"1790","Kup",30,"T2","K11",7,"17.62"
"1791","Kup",30,"T2","K11",8,"17.367"
"1792","Kup",30,"T2","K11",9,"15.596"
"1793","Kup",30,"T2","K11",10,"15.52"
"1794","Kup",35,"T2","K11",1,"18.943"
"1795","Kup",35,"T2","K11",2,"20.317"
"1796","Kup",35,"T2","K11",3,"18.787"
"1797","Kup",35,"T2","K11",4,"18.095"
"1798","Kup",35,"T2","K11",5,"16.449"
"1799","Kup",40,"T2","K11",1,"17.145"
"1800","Kup",40,"T2","K11",2,"21.072"
"1801","Kup",40,"T2","K11",3,"23.634"
"1802","Kup",40,"T2","K11",4,"23.059"
"1803","Kup",40,"T2","K11",5,"23.747"
"1850","Kup",25,"T2","K12",1,"13.3224"
"1851","Kup",25,"T2","K12",2,"13.8012"
"1852","Kup",25,"T2","K12",3,"14.5572"
"1853","Kup",25,"T2","K12",4,"14.5152"
"1854","Kup",25,"T2","K12",5,"14.0364"
"1855","Kup",30,"T2","K12",1,"17.18"
"1856","Kup",30,"T2","K12",2,"15.7"
"1857","Kup",30,"T2","K12",3,"15.504"
"1858","Kup",30,"T2","K12",4,"16.853"
"1859","Kup",30,"T2","K12",5,"16.459"
"1860","Kup",30,"T2","K12",6,"17.102"
"1861","Kup",30,"T2","K12",7,"17.808"
"1862","Kup",30,"T2","K12",8,"17.895"
"1863","Kup",30,"T2","K12",9,"18.183"
"1864","Kup",30,"T2","K12",10,"19.31"
"1865","Kup",35,"T2","K12",1,"17.783"
"1866","Kup",35,"T2","K12",2,"19.328"
"1867","Kup",35,"T2","K12",3,"16.798"
"1868","Kup",35,"T2","K12",4,"18.487"
"1869","Kup",35,"T2","K12",5,"18.664"
"1870","Kup",40,"T2","K12",1,"17.44092"
"1871","Kup",40,"T2","K12",2,"20.31288"
"1872","Kup",40,"T2","K12",3,"21.79128"
"1873","Kup",40,"T2","K12",4,"22.60692"
"1874","Kup",40,"T2","K12",5,"21.72744"
"1920","Kup",25,"T2","K13",1,"14.5068"
"1921","Kup",25,"T2","K13",1,"14.52108"
"1922","Kup",25,"T2","K13",2,"14.1792"
"1923","Kup",25,"T2","K13",2,"14.54964"
"1924","Kup",25,"T2","K13",3,"15.1368"
"1925","Kup",25,"T2","K13",3,"15.9726"
"1926","Kup",25,"T2","K13",4,"13.9944"
"1927","Kup",25,"T2","K13",4,"14.67648"
"1928","Kup",25,"T2","K13",5,"13.7088"
"1929","Kup",25,"T2","K13",5,"14.80416"
"1930","Kup",30,"T2","K13",1,"14.488"
"1931","Kup",30,"T2","K13",2,"16.652"
"1932","Kup",30,"T2","K13",3,"18.052"
"1933","Kup",30,"T2","K13",4,"16.319"
"1934","Kup",30,"T2","K13",5,"17.893"
"1935","Kup",30,"T2","K13",6,"16.145"
"1936","Kup",30,"T2","K13",7,"18.574"
"1937","Kup",30,"T2","K13",8,"16.29"
"1938","Kup",30,"T2","K13",9,"19.217"
"1939","Kup",30,"T2","K13",10,"18.168"
"1940","Kup",35,"T2","K13",1,"20.232"
"1941","Kup",35,"T2","K13",2,"21.252"
"1942","Kup",35,"T2","K13",3,"17.421"
"1943","Kup",35,"T2","K13",4,"18.98"
"1944","Kup",35,"T2","K13",5,"17.308"
"1945","Kup",40,"T2","K13",1,"23.395"
"1946","Kup",40,"T2","K13",2,"23.313"
"1947","Kup",40,"T2","K13",3,"24.458"
"1948","Kup",40,"T2","K13",4,"23.191"
"1949","Kup",40,"T2","K13",5,"25.292"
"1995","Kup",25,"T2","K14",1,"15.55176"
"1996","Kup",25,"T2","K14",2,"15.8424"
"1997","Kup",25,"T2","K14",3,"15.59544"
"1998","Kup",25,"T2","K14",4,"15.54084"
"1999","Kup",25,"T2","K14",5,"16.06164"
"2000","Kup",25,"T2","K14",6,"15.05784"
"2001","Kup",25,"T2","K14",7,"16.29516"
"2002","Kup",25,"T2","K14",8,"16.0524"
"2003","Kup",30,"T2","K14",1,"17.058"
"2004","Kup",30,"T2","K14",2,"15.231"
"2005","Kup",30,"T2","K14",3,"18"
"2006","Kup",30,"T2","K14",4,"16.86"
"2007","Kup",30,"T2","K14",5,"16.698"
"2008","Kup",30,"T2","K14",6,"17.421"
"2009","Kup",30,"T2","K14",7,"17.447"
"2010","Kup",30,"T2","K14",8,"16.304"
"2011","Kup",30,"T2","K14",9,"16.501"
"2012","Kup",30,"T2","K14",10,"16.331"
"2013","Kup",35,"T2","K14",1,"20.259"
"2014","Kup",35,"T2","K14",2,"18.623"
"2015","Kup",35,"T2","K14",3,"18.493"
"2016","Kup",35,"T2","K14",4,"17.806"
"2017","Kup",35,"T2","K14",5,"19.329"
"2018","Kup",40,"T2","K14",1,"25.557"
"2019","Kup",40,"T2","K14",2,"18.745"
"2020","Kup",40,"T2","K14",3,"23.723"
"2021","Kup",40,"T2","K14",4,"17.603"
"2022","Kup",40,"T2","K14",5,"25.294"
"2068","Kup",25,"T2","K15",1,"15.1116"
"2069","Kup",25,"T2","K15",2,"15.6324"
"2070","Kup",25,"T2","K15",3,"15.8508"
"2071","Kup",25,"T2","K15",4,"15.1368"
"2072","Kup",25,"T2","K15",5,"15.7416"
"2073","Kup",30,"T2","K15",1,"19.645"
"2074","Kup",30,"T2","K15",2,"18.292"
"2075","Kup",30,"T2","K15",3,"16.929"
"2076","Kup",30,"T2","K15",4,"18.18"
"2077","Kup",30,"T2","K15",5,"19.22"
"2078","Kup",30,"T2","K15",6,"19.838"
"2079","Kup",30,"T2","K15",7,"16.689"
"2080","Kup",30,"T2","K15",8,"18.127"
"2081","Kup",30,"T2","K15",9,"18.764"
"2082","Kup",30,"T2","K15",10,"16.41"
"2083","Kup",35,"T2","K15",1,"16.301"
"2084","Kup",35,"T2","K15",2,"20.512"
"2085","Kup",35,"T2","K15",3,"20.004"
"2086","Kup",35,"T2","K15",4,"17.706"
"2087","Kup",35,"T2","K15",5,"18.201"
"2088","Kup",40,"T2","K15",1,"22.713"
"2089","Kup",40,"T2","K15",2,"17.429"
"2090","Kup",40,"T2","K15",3,"20.114"
"2091","Kup",40,"T2","K15",4,"20.087"
"2092","Kup",40,"T2","K15",5,"20.871"
"2139","Kup",25,"T2","K16",1,"15.57528"
"2140","Kup",25,"T2","K16",2,"15.1242"
"2141","Kup",25,"T2","K16",3,"14.04732"
"2142","Kup",25,"T2","K16",4,"14.24892"
"2143","Kup",25,"T2","K16",5,"14.37324"
"2144","Kup",30,"T2","K16",1,"18.149"
"2145","Kup",30,"T2","K16",2,"18.521"
"2146","Kup",30,"T2","K16",3,"17.602"
"2147","Kup",30,"T2","K16",4,"17.783"
"2148","Kup",30,"T2","K16",5,"16.832"
"2149","Kup",30,"T2","K16",6,"19.315"
"2150","Kup",30,"T2","K16",7,"15.993"
"2151","Kup",30,"T2","K16",8,"15.644"
"2152","Kup",30,"T2","K16",9,"19.661"
"2153","Kup",30,"T2","K16",10,"19.079"
"2154","Kup",35,"T2","K16",1,"21.245"
"2155","Kup",35,"T2","K16",2,"19.306"
"2156","Kup",35,"T2","K16",3,"22.25"
"2157","Kup",35,"T2","K16",4,"19.211"
"2158","Kup",35,"T2","K16",5,"20.818"
"2159","Kup",40,"T2","K16",1,"19.5"
"2160","Kup",40,"T2","K16",2,"24.35"
"2161","Kup",40,"T2","K16",3,"22.423"
"2162","Kup",40,"T2","K16",4,"25.89"
"2163","Kup",40,"T2","K16",5,"22.166"
"2233","Kup",25,"T2","K2",1,"16.08768"
"2234","Kup",25,"T2","K2",2,"15.93732"
"2235","Kup",25,"T2","K2",3,"14.94192"
"2236","Kup",25,"T2","K2",4,"16.62948"
"2237","Kup",25,"T2","K2",5,"15.34932"
"2238","Kup",30,"T2","K2",1,"16.491"
"2239","Kup",30,"T2","K2",2,"17.486"
"2240","Kup",30,"T2","K2",3,"15.867"
"2241","Kup",30,"T2","K2",4,"17.91"
"2242","Kup",30,"T2","K2",5,"17.185"
"2243","Kup",30,"T2","K2",6,"17.583"
"2244","Kup",30,"T2","K2",7,"19.056"
"2245","Kup",30,"T2","K2",8,"15.778"
